date,open,high,low,close,adjustedClose,volume,amount
2015-08-19,3748.27,3898.74,3668.19,3886.14,3886.14,269049839,340923470856
2015-08-20,3848.4,3880.82,3761.45,3761.45,3761.45,212167965,270576698834
2015-08-21,3714.29,3757.78,3578.17,3589.54,3589.54,217986403,267498426435
2015-08-24,3454.6,3468.15,3266.55,3275.53,3275.53,255436652,273124228208
2015-08-25,3070.01,3200.11,3019.56,3042.93,3042.93,276081306,281160333742
2015-08-26,3062.57,3192.93,2952.01,3025.69,3025.69,308270623,312188248685
2015-08-27,3092.81,3206.72,3028.4,3205.64,3205.64,267294930,278769983405
2015-08-28,3246.24,3353.24,3223.62,3342.29,3342.29,299498426,318763482694
2015-08-31,3307.4,3368.28,3205.54,3366.54,3366.54,280250403,306610891136
2015-09-01,3296.53,3370.5,3190.58,3362.08,3362.08,352458528,351387828324
2015-09-02,3220.85,3387.02,3213.64,3365.83,3365.83,347789412,348986389305
2015-09-07,3347.29,3422.22,3240.24,3250.49,3250.49,204224431,221756790269
2015-09-08,3221.79,3340.22,3170.81,3334.02,3334.02,154599631,168294750030
2015-09-09,3344.82,3426.65,3330.29,3399.31,3399.31,220467421,258815794996
2015-09-10,3349.28,3398.32,3337.31,3357.56,3357.56,144882971,168108269695
2015-09-11,3349.88,3383.13,3315.48,3347.19,3347.19,108547508,130262410873
2015-09-14,3367.64,3373.92,3187.57,3281.13,3281.13,205457251,226168550065
2015-09-15,3208.74,3240.08,3131.98,3152.23,3152.23,143555641,145989213753
2015-09-16,3149.16,3345.92,3131.37,3309.25,3309.25,159709994,168269840344
2015-09-17,3287.66,3354.91,3237,3237,3237,169401881,190270181393
2015-09-18,3254.44,3280.88,3227.83,3251.27,3251.27,106903481,121752531747
2015-09-21,3222.6,3312.55,3211.93,3308.25,3308.25,122788668,145323018237
2015-09-22,3312.37,3371.41,3303.18,3339.03,3339.03,146221985,172492862561
2015-09-23,3290.07,3315.94,3253.33,3263.03,3263.03,123171439,136885975737
2015-09-24,3278.9,3300.86,3255.9,3285,3285,102011238,120820642496
2015-09-25,3272.67,3290.86,3201.91,3231.95,3231.95,121419278,137602168790
2015-09-28,3226.61,3246.55,3186.51,3242.75,3242.75,74219468,88007466971
2015-09-29,3197.22,3208.42,3159.04,3178.85,3178.85,87150633,96691510035
2015-09-30,3195.9,3223.91,3186.77,3202.95,3202.95,78559349,95881598729
2015-10-08,3324.98,3337.33,3294.6,3296.48,3296.48,132081768,164120601354
2015-10-09,3302.36,3352.38,3293.97,3340.12,3340.12,124352500,144731343186
2015-10-12,3351.14,3486.63,3347.25,3447.69,3447.69,221400468,263706468495
2015-10-13,3422.48,3452.05,3413.97,3445.04,3445.04,145433786,174978937957
2015-10-14,3431.14,3458.7,3403.23,3406.11,3406.11,152173938,174599255680
2015-10-15,3403.39,3486.81,3402.32,3486.81,3486.81,171158299,201881880361
2015-10-16,3508.52,3537.54,3487.1,3534.07,3534.07,208964709,252211491386
2015-10-19,3548.95,3572.99,3502.5,3534.18,3534.18,207606744,254890985147
2015-10-20,3527.88,3577.8,3510.44,3577.7,3577.7,179025108,226525577194
2015-10-21,3580.84,3601.24,3417.41,3473.25,3473.25,282076050,326886985805
2015-10-22,3453.2,3530.77,3442.31,3524.53,3524.53,184305580,223583606540
2015-10-23,3536.84,3581.84,3515.82,3571.24,3571.24,198294478,247059685203
2015-10-26,3614.7,3620.76,3561.19,3589.26,3589.26,204248863,270489759134
2015-10-27,3569.45,3601.05,3486.1,3592.88,3592.88,192056140,239042538536
2015-10-28,3575.8,3598.17,3517.21,3524.92,3524.92,170977098,213303023833
2015-10-29,3539.98,3561.81,3507.97,3533.31,3533.31,127010446,161051885808
2015-10-30,3530.22,3574.47,3497.57,3534.08,3534.08,139141914,183317149529
2015-11-02,3489.23,3543.45,3474.71,3475.96,3475.96,130002568,167455101934
2015-11-03,3484.72,3501.7,3452.62,3465.49,3465.49,101401876,132231502584
2015-11-04,3477.16,3628.54,3477.16,3628.54,3628.54,205423865,266955889953
2015-11-05,3630.78,3781.41,3627.3,3705.97,3705.97,398046568,495138171518
2015-11-06,3698.34,3801.71,3694.66,3793.37,3793.37,298753076,389779446699
2015-11-09,3796.38,3891.77,3796.38,3840.35,3840.35,356804823,463161707601
2015-11-10,3806.67,3876.49,3798.82,3833.24,3833.24,286519603,380910629424
2015-11-11,3828.45,3843.11,3781.41,3833.65,3833.65,232234296,307008336072
2015-11-12,3841.74,3843.9,3771.27,3795.32,3795.32,217537647,302446791881
2015-11-13,3756.2,3793.71,3727.58,3746.24,3746.24,203489891,281961129453
2015-11-16,3682.73,3764.41,3680.07,3764.13,3764.13,161690901,227483711616
2015-11-17,3790.43,3852.77,3750.16,3758.39,3758.39,248533071,365138598381
2015-11-18,3760.46,3771.85,3706.31,3715.58,3715.58,185689495,254137953313
2015-11-19,3725.62,3775.23,3714.67,3774.97,3774.97,154631989,204557606993
2015-11-20,3778.88,3793.54,3757.03,3774.38,3774.38,186951689,242295089781
2015-11-23,3774.44,3802.85,3743.41,3753.34,3753.34,175626812,234640979610
2015-11-24,3745.76,3754.17,3702.74,3753.89,3753.89,143383283,192495095083
2015-11-25,3747.76,3781.86,3735.72,3781.61,3781.61,151944941,215125047954
2015-11-26,3795.25,3805.84,3756.82,3759.43,3759.43,173525468,239797205559
2015-11-27,3739.1,3742.74,3534.39,3556.99,3556.99,208939358,269758168475
2015-11-30,3554.89,3587.97,3455.07,3566.41,3566.41,173201163,220098287801
2015-12-01,3562.32,3617.31,3536.12,3591.7,3591.7,136536554,176598805608
2015-12-02,3587.76,3725.85,3573.4,3721.95,3721.95,213538865,260938692616
2015-12-03,3709.55,3758.45,3693.14,3749.3,3749.3,197762126,236698987440
2015-12-04,3719.73,3726.12,3667.29,3677.59,3677.59,151199522,196455597757
2015-12-07,3681.58,3699.34,3658.58,3687.61,3687.61,113883150,161220059836
2015-12-08,3668.84,3668.84,3619.44,3623.02,3623.02,125781083,163317229186
2015-12-09,3613.42,3655.16,3611.49,3635.94,3635.94,113325422,154319992100
2015-12-10,3634.37,3678.32,3615.99,3623.08,3623.08,120215625,168622188283
2015-12-11,3605.37,3630.74,3578.15,3608.06,3608.06,110322481,145248640244
2015-12-14,3573.88,3712.5,3571,3711.32,3711.32,151769119,203291513291
2015-12-15,3707.73,3717.36,3679.23,3694.39,3694.39,126481710,186795461663
2015-12-16,3703.95,3713.09,3677.45,3685.44,3685.44,111342723,160118243242
2015-12-17,3712.78,3768.84,3709.85,3755.89,3755.89,177924075,242543823434
2015-12-18,3754.96,3810.22,3750.93,3767.91,3767.91,173465980,232281458171
2015-12-21,3762.1,3877.82,3759.99,3865.96,3865.96,217435275,289905289214
2015-12-22,3872.1,3880.47,3841.59,3876.73,3876.73,180303661,243797366698
2015-12-23,3877.87,3926.69,3862.96,3866.38,3866.38,207017147,294710770246
2015-12-24,3858.13,3867.68,3787.08,3829.4,3829.4,147181397,203683543579
2015-12-25,3832.08,3848.02,3813.2,3838.2,3838.2,119624013,163314511431
2015-12-28,3847.53,3853.39,3727.63,3727.63,3727.63,153988440,210026020459
2015-12-29,3723.05,3762.05,3710.48,3761.87,3761.87,101885555,140405054699
2015-12-30,3762.91,3765.66,3726.28,3765.18,3765.18,105629955,155744099319
2015-12-31,3760.9,3772.62,3727.32,3731,3731,101873556,145043696235
2016-01-04,3725.86,3726.24,3468.95,3469.07,3469.07,115370674,145968206095
2016-01-05,3382.18,3518.22,3377.28,3478.78,3478.78,162116984,196017085879
2016-01-06,3482.41,3543.74,3468.47,3539.81,3539.81,145966144,160947198402
2016-01-07,3481.15,3481.15,3284.74,3294.38,3294.38,44102641,47130795628
2016-01-08,3371.87,3418.85,3237.93,3361.56,3361.56,185959451,203498868289
2016-01-11,3303.12,3342.48,3192.45,3192.45,3192.45,174638387,184464050180
2016-01-12,3214.82,3242.25,3174.55,3215.71,3215.71,128225796,142048909710
2016-01-13,3240.48,3257.3,3155.88,3155.88,3155.88,120666494,130886082444
2016-01-14,3076.64,3226.66,3072.04,3221.57,3221.57,134537671,144771580596
2016-01-15,3200.89,3216.8,3101.05,3118.73,3118.73,124601779,131882737252
2016-01-18,3068.23,3165.62,3066.73,3130.73,3130.73,101128386,109458287764
2016-01-19,3132.7,3227.91,3119.22,3223.12,3223.12,127653893,142907686296
2016-01-20,3204.22,3225.95,3154.43,3174.38,3174.38,130650504,143313337192
2016-01-21,3136.38,3202.54,3081.35,3081.35,3081.35,111189733,121856195433
