date,open,high,low,close,adjustedClose,volume,amount
2010-08-17,2927.26,2949.73,2917.83,2942.29,2942.29,76452912,86700542871
2010-08-18,2945.98,2962.75,2924.67,2937.36,2937.36,70747600,80832368101
2010-08-19,2940.77,2975.19,2928.01,2955.4,2955.4,76924865,91734587115
2010-08-20,2943.33,2951.96,2892.64,2898.33,2898.33,71663306,82298173112
2010-08-23,2895.71,2920.54,2886.66,2896.19,2896.19,48915517,57772779300
2010-08-24,2892.13,2933.12,2866.8,2911.83,2911.83,61093796,65036592635
2010-08-25,2893.99,2904.66,2842.25,2843.02,2843.02,63610621,67048224427
2010-08-26,2853.1,2868.88,2836.13,2850.09,2850.09,48670442,51862922913
2010-08-27,2847.45,2861.07,2833.42,2858.57,2858.57,40789582,46699343358
2010-08-30,2874.25,2921.08,2872.92,2915.01,2915.01,65749882,77341616491
2010-08-31,2905.15,2910.06,2889.81,2903.19,2903.19,65766104,79976347302
2010-09-01,2907.66,2931.76,2859.17,2884.04,2884.04,76975578,87931887194
2010-09-02,2917.74,2931.55,2903.03,2921.39,2921.39,70700851,88923142593
2010-09-03,2926.94,2929.55,2891.88,2920.21,2920.21,72641027,87724829649
2010-09-06,2935.89,2980.42,2935.89,2975.09,2975.09,93855681,110466116424
2010-09-07,2979.3,2991.44,2959.9,2983.11,2983.11,73519361,85488193860
2010-09-08,2970,2982.72,2953.84,2980.97,2980.97,72872002,92660879129
2010-09-09,2986.87,2986.87,2922.2,2926.46,2926.46,81395554,103248280132
2010-09-10,2928,2940.79,2890.03,2932.55,2932.55,65086704,83743163807
2010-09-13,2933.59,2977.08,2925.42,2962.32,2962.32,67279900,87536178972
2010-09-14,2971.55,2984.47,2954.51,2965.01,2965.01,70105903,87204421695
2010-09-15,2965.54,2965.54,2905.63,2913.19,2913.19,71619642,86445964329
2010-09-16,2908.32,2917.85,2834.03,2857.79,2857.79,74074284,84198375910
2010-09-17,2864.72,2877.08,2847.68,2861.37,2861.37,51938867,62466326737
2010-09-20,2865.04,2872.22,2829.76,2849.83,2849.83,50283104,57582985440
2010-09-21,2859.43,2869.38,2844.12,2857.48,2857.48,35751881,44742025248
2010-09-27,2869.93,2905.53,2864.21,2905.03,2905.03,49071823,62611534184
2010-09-28,2900.54,2900.54,2875.66,2880.91,2880.91,58660826,80859749613
2010-09-29,2877.27,2908.73,2866.85,2874.81,2874.81,56782236,74516021987
2010-09-30,2859.06,2935.59,2857.42,2935.57,2935.57,63000247,80709727516
2010-10-08,2965.65,3055.84,2963.24,3044.23,3044.23,99994720,134986634589
2010-10-11,3069.19,3154.2,3069.19,3132.9,3132.9,158734904,212607066630
2010-10-12,3121.64,3173.85,3106.22,3172.73,3172.73,127361705,178245219770
2010-10-13,3176.89,3221.65,3165.58,3217.58,3217.58,144607773,195444719896
2010-10-14,3245.13,3286.02,3215.03,3224.14,3224.14,179611838,227654458634
2010-10-15,3204.72,3327.68,3199.12,3327.68,3327.68,193414140,245619296303
2010-10-18,3345.8,3390.01,3288.78,3306.16,3306.16,217882051,267884370339
2010-10-19,3300.52,3375.87,3280,3375.67,3375.67,130441791,165488914490
2010-10-20,3304.22,3439.23,3301.01,3396.88,3396.88,166528460,235372057455
2010-10-21,3404.72,3418.09,3344.96,3374.69,3374.69,123883245,175383712722
2010-10-22,3365.6,3408.49,3346.11,3378.66,3378.66,116361857,163153618542
2010-10-25,3386.85,3481.35,3366.43,3481.08,3481.08,145433105,208809404746
2010-10-26,3491.47,3499.82,3436.46,3466.08,3466.08,142636999,205216457176
2010-10-27,3451.43,3490.22,3398.09,3403.87,3403.87,123761570,177072552070
2010-10-28,3390.43,3420.89,3371.44,3397.69,3397.69,98349456,141135882042
2010-10-29,3400.26,3404.6,3351.6,3379.98,3379.98,100458970,145528365885
2010-11-01,3390.41,3473,3390.41,3473,3473,126269148,186725762506
2010-11-02,3484.23,3522.18,3449.72,3463.13,3463.13,154911450,233976228513
2010-11-03,3462.74,3474.71,3419.08,3420.34,3420.34,126359303,178803329799
2010-11-04,3426.46,3480.93,3419.64,3480.5,3480.5,116799481,164721393800
2010-11-05,3538.99,3554.47,3498.28,3520.8,3520.8,137688027,196618041454
2010-11-08,3534.19,3549.3,3506.38,3548.57,3548.57,126470759,174067581795
2010-11-09,3547.44,3547.44,3498.62,3523.95,3523.95,122454533,170174876748
2010-11-10,3507.2,3508.27,3470.97,3499.11,3499.11,120078578,176529783278
2010-11-11,3490.74,3557.99,3484.89,3509.98,3509.98,138976233,209121524845
2010-11-12,3484.61,3497.06,3284.35,3291.83,3291.83,160733850,224200791087
2010-11-15,3298.74,3319.98,3241.76,3314.89,3314.89,102315724,144492952434
2010-11-16,3311.62,3311.62,3155.48,3169.54,3169.54,108307072,154278113336
2010-11-17,3124.11,3168.93,3087.51,3103.91,3103.91,83258080,118981231625
2010-11-18,3134.94,3158.63,3097.39,3147.96,3147.96,65697292,94476115838
2010-11-19,3168.17,3178.85,3076.21,3178.85,3178.85,83347654,114672977294
2010-11-22,3148.22,3200.47,3137.75,3171.94,3171.94,83212776,114302974766
2010-11-23,3156.48,3156.48,3061.62,3107.18,3107.18,77399591,105281461473
2010-11-24,3088.99,3177.41,3088.99,3177.04,3177.04,75332083,107688446612
2010-11-25,3197.97,3227.05,3172.28,3223.48,3223.48,83442094,116948295300
2010-11-26,3214.13,3224.52,3170.36,3194.85,3194.85,64467824,96226367197
2010-11-29,3183.54,3206.76,3159.46,3190.05,3190.05,58994892,88799073974
2010-11-30,3187.53,3205.78,3060.44,3136.99,3136.99,85762355,120572328539
2010-12-01,3127.26,3150.44,3111.65,3136.02,3136.02,48882668,69472579579
2010-12-02,3185.76,3194.23,3154.32,3155.06,3155.06,61023908,89764278070
2010-12-03,3161.93,3171.38,3134.42,3158.16,3158.16,50475354,71387337327
2010-12-06,3168.88,3185.33,3140.55,3165.57,3165.57,56362630,80043207937
2010-12-07,3152.73,3214.69,3112.22,3200.34,3200.34,58483653,85548293130
2010-12-08,3194.9,3215.28,3166.77,3171.88,3171.88,59515663,87056105048
2010-12-09,3156,3175.05,3122.2,3123.37,3123.37,66152965,83159036199
2010-12-10,3107.38,3172.16,3101.08,3161.98,3161.98,57108105,78069117443
2010-12-13,3176.33,3261.34,3173.56,3261.06,3261.06,95713739,132088353616
2010-12-14,3270.2,3279.36,3254.18,3269.47,3269.47,84104241,114928736614
2010-12-15,3270.78,3282.77,3242.52,3247.64,3247.64,72269785,104793174443
2010-12-16,3246.01,3258.39,3224.12,3230.67,3230.67,56799625,79262377015
2010-12-17,3229.3,3232.84,3212.58,3225.66,3225.66,44919147,65697259729
2010-12-20,3239.02,3249.76,3118,3178.66,3178.66,74759693,107521977283
2010-12-21,3184.7,3251.55,3168.89,3249.51,3249.51,79852420,112461675290
2010-12-22,3253.82,3263.45,3201.67,3215.45,3215.45,69936258,98309032433
2010-12-23,3210.67,3237.64,3183.15,3188.61,3188.61,61315847,84430476449
2010-12-24,3170.64,3187.72,3139.45,3162.96,3162.96,55137767,72989136209
2010-12-27,3176.11,3219.66,3092.26,3099.71,3099.71,70017107,99855478580
2010-12-28,3084.82,3095.36,3041.33,3044.93,3044.93,56325749,74843956564
2010-12-29,3049.93,3062.56,3025.22,3061.83,3061.83,45192775,60134777207
2010-12-30,3063.05,3079.91,3027.9,3064.1,3064.1,54281429,70284275917
2010-12-31,3069.05,3129.45,3067.11,3128.26,3128.26,62566078,90545901164
2011-01-04,3155.56,3194.36,3143.6,3189.68,3189.68,85410440,129159620771
2011-01-05,3170.18,3193.78,3158.87,3175.66,3175.66,79268810,116943213907
2011-01-06,3177.83,3198.05,3152.57,3159.64,3159.64,59681092,91568447016
2011-01-07,3156.36,3209.9,3141.12,3166.62,3166.62,84093233,113651250191
2011-01-10,3162.08,3182.78,3102.43,3108.19,3108.19,65494406,87992881712
2011-01-11,3096.25,3131.29,3084.51,3124.92,3124.92,56985917,74832449402
2011-01-12,3135.18,3153.43,3099.41,3142.34,3142.34,58498518,71551421416
2011-01-13,3153.99,3157.04,3127.16,3141.28,3141.28,51936988,66925783701
2011-01-14,3129.67,3129.67,3083.51,3091.86,3091.86,53351439,71012100141
2011-01-17,3067.43,3078.88,2968.61,2974.35,2974.35,66807562,85454121099
2011-01-18,2965.42,2984.47,2947.6,2977.65,2977.65,42964564,54652416480
2011-01-19,2978.46,3045.6,2967.24,3044.85,3044.85,56571942,72772226927
2011-01-20,3037.86,3037.86,2944.5,2944.71,2944.71,61046643,76440116738
2011-01-21,2935.23,3030.26,2935.14,2983.46,2983.46,73102966,85157790710
2011-01-24,2986.09,2999.2,2943.92,2954.23,2954.23,65472545,75805236102
2011-01-25,2949.65,2960.59,2919.16,2938.65,2938.65,48982689,57572819537
2011-01-26,2939.77,2982.32,2939.36,2978.43,2978.43,43374979,51746038070
2011-01-27,2953.59,3037.16,2935.27,3026.47,3026.47,82585919,96976029913
2011-01-28,3020.12,3047.27,3011.38,3036.74,3036.74,63013589,78241917729
2011-01-31,3035.42,3076.55,3032.45,3076.51,3076.51,67105914,83070309373
2011-02-01,3083.49,3087.23,3062.83,3077.28,3077.28,49862530,65832698489
2011-02-09,3055.4,3087.55,3031.75,3040.95,3040.95,60394145,78148356164
2011-02-10,3034.08,3105.32,3024.35,3104.16,3104.16,66603662,86967273678
2011-02-11,3100.27,3133.5,3092.58,3120.96,3120.96,75975553,99001500830
2011-02-14,3123.25,3227.43,3123.25,3219.14,3219.14,121302331,155829380802
2011-02-15,3223.22,3259.64,3215.62,3217.67,3217.67,109554438,147747227925
2011-02-16,3211.14,3248.85,3195.47,3248.53,3248.53,91334283,125549596910
2011-02-17,3255.63,3265.26,3218.91,3245.91,3245.91,88964695,127559673833
2011-02-18,3240.05,3242.37,3203.12,3211.88,3211.88,75378684,104743371599
2011-02-21,3192.15,3258.28,3189.85,3257.91,3257.91,79399776,108055882413
2011-02-22,3267.61,3269.05,3161.83,3163.58,3163.58,107863741,147588609007
2011-02-23,3152.44,3182.19,3145.99,3174.74,3174.74,71324854,97251422739
2011-02-24,3170.24,3195.69,3157.97,3190.94,3190.94,66486893,94908281477
2011-02-25,3190.87,3213.79,3159.85,3197.62,3197.62,61619275,88275899352
2011-02-28,3200.68,3241.6,3178.83,3239.56,3239.56,76630663,109249970846
2011-03-01,3241.71,3273.51,3235.75,3254.89,3254.89,88566954,124040755772
2011-03-02,3237.12,3257.42,3202.83,3243.3,3243.3,80910641,113592007455
2011-03-03,3248.16,3271.64,3221.04,3221.72,3221.72,101219997,131217797700
2011-03-04,3223.51,3273.66,3217.48,3270.67,3270.67,80013915,107401810462
2011-03-07,3287.41,3337.47,3287.41,3334.51,3334.51,118187197,170406772534
2011-03-08,3335.71,3342.71,3311.72,3337.46,3337.46,84878655,126306326053
2011-03-09,3344.1,3355.49,3322.7,3338.86,3338.86,78026361,113534089995
2011-03-10,3330.44,3330.44,3279.33,3280.26,3280.26,78212642,117952630963
2011-03-11,3263.08,3290.7,3240.18,3247.38,3247.38,67208335,100306077088
2011-03-14,3238.91,3263.91,3230.11,3262.92,3262.92,63689783,94134688007
2011-03-15,3250.59,3250.59,3147.96,3203.96,3203.96,96033979,129603315155
2011-03-16,3204.92,3250.88,3202.93,3248.2,3248.2,78859520,111826095701
2011-03-17,3216.29,3240.38,3185.08,3197.1,3197.1,85687114,117295727563
2011-03-18,3228.92,3239.96,3205.14,3215.69,3215.69,61340161,86845200065
2011-03-21,3220.68,3236.28,3194.15,3207.11,3207.11,59105037,84105739105
2011-03-22,3217.8,3227.8,3175.93,3222.96,3222.96,57248684,80009792794
2011-03-23,3222.32,3267,3216.65,3264.93,3264.93,72077585,98540423659
2011-03-24,3269.57,3273.37,3250.02,3251.36,3251.36,61304244,88058905863
2011-03-25,3256.18,3304.26,3254.68,3294.48,3294.48,86895979,122021366960
2011-03-28,3307.41,3328.07,3286.86,3290.57,3290.57,97684300,139030083023
2011-03-29,3288.56,3309.2,3256.34,3257.98,3257.98,105280164,132908076725
2011-03-30,3256.72,3274.98,3233.11,3256.08,3256.08,78336337,103271930321
2011-03-31,3257.16,3264.96,3210.17,3223.29,3223.29,64503880,86565372662
2011-04-01,3227.56,3272.77,3220.91,3272.73,3272.73,63094722,86711549873
2011-04-06,3269.19,3315.3,3268.76,3311.07,3311.07,105823674,143030090888
2011-04-07,3313.47,3330.8,3302.82,3324.42,3324.42,84681762,112678585789
2011-04-08,3321.54,3353.89,3314.09,3353.36,3353.36,73929210,107329316269
2011-04-11,3363.37,3380.53,3331.17,3333.43,3333.43,104420545,141974385699
2011-04-12,3324.75,3350.16,3307.48,3326.77,3326.77,101938506,122863556078
2011-04-13,3311.32,3372.03,3296.51,3372.03,3372.03,87036338,108305234380
2011-04-14,3374.32,3378.7,3347.49,3353.56,3353.56,88972241,107491228060
2011-04-15,3345.13,3378.11,3323.56,3358.94,3358.94,78514874,98934572633
2011-04-18,3346.15,3372.9,3335.6,3359.44,3359.44,86582624,107178227750
2011-04-19,3334.91,3334.91,3290.74,3295.81,3295.81,85106933,104368983043
2011-04-20,3300.42,3311.73,3281.83,3295.76,3295.76,72343318,93667138370
2011-04-21,3312.27,3330.24,3301.94,3317.37,3317.37,73240424,96739132646
2011-04-22,3317.08,3325.46,3291.64,3299.94,3299.94,67171455,83528333290
2011-04-25,3292.48,3292.48,3247.69,3249.57,3249.57,74421829,98455879623
2011-04-26,3242.53,3257.8,3216.21,3230.96,3230.96,59096417,76696858373
2011-04-27,3242.62,3256.41,3189.04,3209.5,3209.5,62443567,75111247063
2011-04-28,3224.41,3237.19,3160.41,3161.78,3161.78,65050235,79155830155
2011-04-29,3161.16,3193.6,3147.14,3192.72,3192.72,53683065,63455814284
2011-05-03,3192.84,3212.05,3164.93,3211.13,3211.13,54998910,64348987555
2011-05-04,3192.84,3193.45,3120.96,3129.03,3129.03,66716340,83567655304
2011-05-05,3115,3136.9,3105.85,3126.12,3126.12,52567747,63009373497
2011-05-06,3093.81,3141.68,3083.91,3121.4,3121.4,55352186,69747372718
2011-05-09,3126.26,3149.94,3118.14,3129.76,3129.76,46027404,57287412506
2011-05-10,3135.15,3153.3,3121.75,3153.22,3153.22,40932995,54931224820
2011-05-11,3153.65,3164.65,3127.49,3145.08,3145.08,47688533,59507719522
2011-05-12,3123.16,3142.4,3101.14,3101.6,3101.6,48799501,61703080348
2011-05-13,3105.3,3128.44,3080.19,3128.09,3128.09,46895951,57757204870
2011-05-16,3120.44,3137.6,3098.78,3100.46,3100.46,45194319,54238723382
2011-05-17,3097.07,3136.23,3076.95,3116.03,3116.03,51203731,65417943732
2011-05-18,3109.29,3145.7,3106.55,3139.38,3139.38,39641768,49757174173
2011-05-19,3148.35,3154.94,3118.62,3120.64,3120.64,43110782,52249679659
2011-05-20,3120.58,3133.43,3113.27,3121.6,3121.6,38468012,48967028428
2011-05-23,3115.31,3115.31,3021.45,3022.98,3022.98,55902472,66976426510
2011-05-24,3013.72,3029.75,2999.89,3026.22,3026.22,41608944,52971692396
2011-05-25,3020.32,3030.99,2988.09,2990.34,2990.34,39289704,48604397867
2011-05-26,3011.47,3021.2,2977.6,2978.38,2978.38,37003747,48346482355
2011-05-27,2980.72,2996.6,2962.07,2963.31,2963.31,42770905,52019994149
2011-05-30,2956.57,2982.58,2942.36,2954.51,2954.51,34671160,42960260576
2011-05-31,2958.61,3001.73,2946.15,3001.56,3001.56,39689399,50553386204
2011-06-01,2996.08,3006.56,2985.71,3004.17,3004.17,38419327,49060076491
2011-06-02,2970.63,2984.49,2923.02,2955.71,2955.71,52617867,61748347004
2011-06-03,2951.58,2993.9,2951.2,2986.35,2986.35,39076164,49273758984
2011-06-07,2977.68,3006.57,2974.36,3004.26,3004.26,36852332,49859134919
2011-06-08,3003.58,3012.81,2965.92,3008.65,3008.65,42908758,51123188095
2011-06-09,3000.4,3004.06,2951.89,2951.89,2951.89,47496636,55381280377
2011-06-10,2947.93,2964.08,2925.87,2961.93,2961.93,42201882,50942992933
2011-06-13,2940.39,2957.52,2921.75,2950.35,2950.35,38351668,46991283431
2011-06-14,2947.66,3000.53,2943.53,2993.56,2993.56,55982815,66158911408
2011-06-15,2984.96,2999.15,2963.11,2963.12,2963.12,44390852,54467701030
2011-06-16,2939.68,2946.81,2915.4,2917.58,2917.58,41135482,47067185495
2011-06-17,2916.41,2934.06,2891.01,2892.16,2892.16,41176530,51647156163
2011-06-20,2888.94,2896.08,2862.41,2874.9,2874.9,37991982,45416696840
2011-06-21,2883.35,2909.57,2877.05,2909.07,2909.07,42038923,50160678865
2011-06-22,2913.67,2921.03,2894.18,2908.58,2908.58,37318802,43263825738
2011-06-23,2899.01,2966.54,2888.68,2957.63,2957.63,45941117,55276886318
2011-06-24,2946.61,3047.94,2944.05,3027.47,3027.47,85459240,104972923209
2011-06-27,3028.5,3056.02,3019.24,3036.49,3036.49,65615771,79044152725
2011-06-28,3040.18,3046.8,3014,3041.73,3041.73,55766254,70333384864
2011-06-29,3039.05,3043.81,2999.95,3000.17,3000.17,53476848,61717623012
2011-06-30,3003.23,3058.62,3003.23,3044.09,3044.09,62502549,73891668789
2011-07-01,3052.12,3071.21,3034.07,3049.75,3049.75,56766653,72614645374
2011-07-04,3064.94,3124.58,3064.94,3121.98,3121.98,80464031,102679821385
2011-07-05,3122.9,3128.53,3105.09,3122.5,3122.5,67763335,81999827927
2011-07-06,3116.12,3116.12,3084.83,3113.71,3113.71,61555807,76556996969
2011-07-07,3123.29,3140.1,3101.1,3101.68,3101.68,71810360,92120550136
2011-07-08,3105.49,3124.39,3093.37,3109.18,3109.18,51282593,65155542913
2011-07-11,3097.87,3121,3086.26,3113.21,3113.21,47920660,62237248759
2011-07-12,3089.14,3090.1,3054.8,3056.91,3056.91,57107984,71222640397
2011-07-13,3060.42,3108.5,3060.42,3106.25,3106.25,54114367,68294830332
2011-07-14,3112.59,3126.15,3092.47,3115.75,3115.75,60314935,79948505027
2011-07-15,3105.5,3130.77,3097.34,3128.89,3128.89,61550322,79424849005
2011-07-18,3131.8,3137.92,3113.67,3122.6,3122.6,60691311,78225031039
2011-07-19,3108.47,3109.92,3088.38,3095.12,3095.12,53388709,68506068928
2011-07-20,3113.71,3119.54,3071.85,3091.57,3091.57,44118331,56930993021
2011-07-21,3092.27,3099.28,3058.25,3059.14,3059.14,44084691,57942637401
2011-07-22,3066.19,3083.19,3059.6,3067.99,3067.99,37257255,49618948350
2011-07-25,3050.9,3050.9,2958.88,2968.29,2968.29,67180996,77513632253
2011-07-26,2965.72,2980.86,2957.61,2977.77,2977.77,43515457,49560684459
2011-07-27,2961.58,3002.69,2951.52,3000.05,3000.05,48385612,58746220328
2011-07-28,2973.64,2984.38,2956.71,2981,2981,48138984,60678598008
2011-07-29,2981.02,2995.97,2948.08,2972.08,2972.08,46298253,54358237266
2011-08-01,2969.11,2991.05,2958.83,2977.72,2977.72,33886949,41203123005
2011-08-02,2958.85,2958.85,2919.01,2956.38,2956.38,38978357,48435295389
2011-08-03,2930.19,2969.13,2927.1,2954.87,2954.87,38668362,49593983761
2011-08-04,2962.91,2983.01,2951.84,2960.31,2960.31,32985719,41335656567
2011-08-05,2881.74,2916.41,2868.16,2897.42,2897.42,49316854,60240017405
2011-08-08,2864.51,2888.77,2747.97,2793.9,2793.9,71517766,83694787456
2011-08-09,2720.95,2812.77,2697.06,2798.19,2798.19,69842676,79653278208
2011-08-10,2845.35,2858.55,2820.12,2824.12,2824.12,58659312,68580540607
2011-08-11,2779.72,2867.31,2777.76,2866.92,2866.92,58997689,69223945409
2011-08-12,2881.55,2894.22,2868.87,2875.36,2875.36,57197406,63487643741
2011-08-15,2883.17,2917.88,2870.19,2917.88,2917.88,59875476,61102226502
2011-08-16,2920.83,2932.14,2888.33,2897.58,2897.58,50962681,57496628333
2011-08-17,2893.85,2910.83,2881.63,2886.01,2886.01,39178179,41891853603
2011-08-18,2887.1,2890,2832.27,2834.25,2834.25,40768883,45784423192
2011-08-19,2789.35,2814.1,2782.56,2807.66,2807.66,43259650,48442961960
2011-08-22,2809.33,2829.69,2768.42,2777.79,2777.79,34209685,40136538647
2011-08-23,2788.7,2821,2777.29,2821,2821,32620514,36441994495
2011-08-24,2834.58,2845.47,2804.82,2810.02,2810.02,35301565,41939777958
2011-08-25,2818.7,2904.44,2815.91,2903.84,2903.84,72216845,75745960111
2011-08-26,2889.38,2907.4,2876.83,2901.22,2901.22,45604102,51759427726
2011-08-29,2875.78,2875.78,2847.48,2852.81,2852.81,44267850,49892653226
2011-08-30,2875.14,2901.73,2838.33,2841.74,2841.74,43137872,48565790320
2011-08-31,2843.99,2855.3,2823.77,2846.78,2846.78,32107899,37624544060
2011-09-01,2852.39,2869.25,2825.96,2834.53,2834.53,30118702,35143727252
2011-09-02,2828.84,2836.62,2790.77,2803.85,2803.85,29317116,31960598827
2011-09-05,2780.83,2780.83,2743.38,2743.82,2743.82,32005660,36040312618
2011-09-06,2727.75,2745.36,2711.07,2723.3,2723.3,29713982,33746805052
2011-09-07,2738.79,2779.21,2730.05,2779.09,2779.09,33265381,37096662193
2011-09-08,2788.83,2789.11,2755.8,2756.1,2756.1,26838735,31209441131
2011-09-09,2770.15,2796.35,2739.62,2751.09,2751.09,27073503,30348131114
2011-09-13,2712.44,2726.19,2698.66,2720.28,2720.28,26713764,30034340041
2011-09-14,2729.26,2736.91,2677.13,2733.11,2733.11,30424780,32858416579
2011-09-15,2734.55,2754.19,2728.91,2729.05,2729.05,31171925,32507109143
2011-09-16,2744.22,2755.89,2729,2733.99,2733.99,27555932,29743911967
2011-09-19,2718.32,2718.32,2678.79,2679.27,2679.27,29090941,29731416051
2011-09-20,2675.04,2702.28,2664.1,2689.84,2689.84,25598681,27274347411
2011-09-21,2691.7,2778.35,2677.35,2771.01,2771.01,56194171,59146487177
2011-09-22,2745.15,2754.92,2684.94,2685.69,2685.69,47102660,47793334084
2011-09-23,2644.29,2681.23,2631.43,2669.48,2669.48,42592224,45934334698
2011-09-26,2645.25,2679.56,2603.11,2610.92,2610.92,39175124,40495022542
2011-09-27,2634.93,2652.56,2613.42,2637.88,2637.88,35021974,37301310910
2011-09-28,2654.83,2660.1,2602.63,2610.59,2610.59,34169555,36195919556
2011-09-29,2593.56,2615.14,2577.29,2588.19,2588.19,37093593,37708584378
2011-09-30,2595.58,2607.57,2572.19,2581.35,2581.35,32050822,32376678343
2011-10-10,2588.35,2595.32,2552.28,2557.08,2557.08,28325122,28149902145
2011-10-11,2625.16,2635.69,2526.65,2551.99,2551.99,45029848,47409892228
2011-10-12,2537.4,2647.01,2523.34,2644.76,2644.76,65945680,62822831798
2011-10-13,2636.86,2672.91,2629.41,2662.6,2662.6,60426201,56631043777
2011-10-14,2655.36,2665.44,2629.88,2653.78,2653.78,38336948,37326709609
2011-10-17,2658.95,2687.1,2653.38,2666.95,2666.95,36158315,38101620397
2011-10-18,2646.84,2651.73,2589.21,2592.21,2592.21,39373448,39453303360
2011-10-19,2599.92,2617.41,2580.66,2583.08,2583.08,31116166,32114967067
2011-10-20,2566.6,2570.1,2500.49,2520.53,2520.53,39842462,39409600021
2011-10-21,2522.26,2538.12,2504.69,2507.88,2507.88,29843503,29090707044
2011-10-24,2517.06,2581.12,2501.96,2576.67,2576.67,46345801,44056731116
2011-10-25,2572.71,2633.97,2560.05,2625.43,2625.43,57967375,57533462226
2011-10-26,2613.27,2679.66,2611.01,2651.65,2651.65,73098240,69534363517
2011-10-27,2658.43,2672.84,2647.3,2657.48,2657.48,48820391,47403219262
2011-10-28,2694.54,2729.14,2689.38,2709.02,2709.02,71643105,72908419745
2011-10-31,2704.53,2709.32,2680.99,2695.31,2695.31,50407112,52522499085
2011-11-01,2672.51,2726.09,2669.05,2697.53,2697.53,55206651,56067605452
2011-11-02,2658.55,2742.94,2653.72,2742.39,2742.39,64361584,65327476275
2011-11-03,2752.63,2781.04,2743.2,2744.3,2744.3,84820760,90502549983
2011-11-04,2770.57,2781.99,2748.98,2763.75,2763.75,61958218,63500868592
2011-11-07,2750.99,2769.3,2733.17,2736.25,2736.25,45375056,47761935110
2011-11-08,2745.06,2756.09,2723.69,2727.71,2727.71,47884252,47864912703
2011-11-09,2739.15,2755.81,2710.05,2751.65,2751.65,46877960,48484230112
2011-11-10,2720.84,2729.57,2698.31,2699.59,2699.59,51173702,51793948486
2011-11-11,2705.24,2713.91,2685.1,2695,2695,36636696,38724219259
2011-11-14,2717.54,2751.88,2714.86,2750.2,2750.2,46390943,51333489021
2011-11-15,2746.77,2754,2732.91,2744.68,2744.68,41759864,46980738996
2011-11-16,2745.86,2746.29,2659.15,2670.12,2670.12,55949239,57844199048
2011-11-17,2671.95,2687.83,2660.65,2662.02,2662.02,35247652,37762635927
2011-11-18,2643.67,2646.21,2601.18,2606.5,2606.5,42414718,44949477108
2011-11-21,2608.56,2613.26,2587.74,2609.69,2609.69,27971896,31175406753
2011-11-22,2592.23,2611.15,2580.78,2609.48,2609.48,29069078,31886735092
2011-11-23,2613.29,2617.09,2578.16,2584.01,2584.01,28531412,30958563539
2011-11-24,2565.69,2604.24,2557.7,2588.92,2588.92,30319601,31894726945
2011-11-25,2585.14,2598.39,2563.65,2569.97,2569.97,23913766,27509358470
2011-11-28,2578.34,2589.35,2562.49,2573.32,2573.32,25666936,29179539395
2011-11-29,2595.09,2609.19,2580.29,2608.57,2608.57,30025878,34962425966
2011-11-30,2600.1,2601.9,2507.18,2521.52,2521.52,42352645,42454205363
2011-12-01,2596.15,2630.66,2577.72,2583.61,2583.61,63520252,66146809487
2011-12-02,2570.56,2575.69,2543.53,2557.31,2557.31,32183703,33168419336
2011-12-05,2561.2,2561.2,2517.18,2521.39,2521.39,32063388,32749927399
2011-12-06,2515.04,2525.67,2499.57,2516.34,2516.34,26297581,26310941611
2011-12-07,2517.34,2534.53,2509.78,2528.23,2528.23,23261839,23433730534
2011-12-08,2525.04,2549.1,2494.69,2525,2525,27777744,27843683566
2011-12-09,2506.62,2525.16,2496.97,2503.46,2503.46,24029059,25477241953
2011-12-12,2497.92,2502.05,2476.12,2477.69,2477.69,21901249,21200444065
2011-12-13,2467.02,2472.66,2418.67,2421.93,2421.93,35717534,33269154181
2011-12-14,2415.94,2433.55,2392.3,2397.48,2397.48,25320109,23753606413
2011-12-15,2382.44,2384.47,2340.45,2340.79,2340.79,36750834,33900401991
2011-12-16,2339.98,2390.38,2332.14,2390.13,2390.13,36302339,33652058785
2011-12-19,2370.42,2387.89,2321.66,2384.41,2384.41,37909752,33711370957
2011-12-20,2376.71,2412.57,2373.86,2377.07,2377.07,32402327,29967658690
2011-12-21,2397.27,2404.77,2337.69,2339.11,2339.11,31209525,30917839680
2011-12-22,2325.27,2358.47,2294.61,2341.33,2341.33,36683858,31845455341
2011-12-23,2337.38,2382.71,2331.96,2359.16,2359.16,33161904,29910296920
2011-12-26,2345.55,2369.82,2334.79,2335.7,2335.7,28224087,25033053118
2011-12-27,2332.83,2346.38,2302.41,2305.03,2305.03,29277314,26777021276
2011-12-28,2295.87,2309.65,2267.11,2307.93,2307.93,32882020,28839274201
2011-12-29,2297.29,2323.49,2293.87,2311.36,2311.36,30887700,26868223305
2011-12-30,2318.67,2349.03,2318.67,2345.74,2345.74,35865243,32362650284
2012-01-04,2361.5,2365.99,2298.3,2298.75,2298.75,34344567,32572551267
2012-01-05,2290.78,2316.66,2272.15,2276.39,2276.39,43016480,37635272074
2012-01-06,2274.35,2291.89,2254.57,2290.6,2290.6,35198992,31079362325
2012-01-09,2291.18,2368.89,2271.72,2368.57,2368.57,54727341,51478126954
2012-01-10,2365.77,2449.96,2361.28,2447.35,2447.35,81154989,75249157103
2012-01-11,2444.76,2453.15,2423.32,2435.61,2435.61,58705674,57587219272
2012-01-12,2426.82,2464.38,2423.32,2435.22,2435.22,47121275,47877407259
