date,status,exchanges,id,label,estimatedNetFlowCny,estimatedNetFlowYi,grossInflowYi,grossOutflowYi,funds,pricedFunds,excludedRecords
2017-09-26,complete,SSE|SZSE,broad,宽基,21875246,0.2188,0.929,-0.7102,32,32,0
2017-09-26,complete,SSE|SZSE,industry,行业,-73917537,-0.7392,0.1142,-0.8534,70,67,3
2017-09-26,complete,SSE|SZSE,gold,黄金,-15045000,-0.1505,0.0334,-0.1838,4,4,0
2017-09-26,complete,SSE|SZSE,hong-kong,港股,8838000,0.0884,0.0884,0,4,4,0
2017-09-26,complete,SSE|SZSE,strategy,策略,-5542000,-0.0554,0.0305,-0.0859,17,14,3
2017-09-26,complete,SSE|SZSE,overseas,海外,5764000,0.0576,0.0576,0,5,5,0
2017-09-26,complete,SSE|SZSE,bond,债券,-2199300,-0.022,0,-0.022,4,2,2
2017-09-26,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-09-26,complete,SSE|SZSE,currency,货币,-128928404,-1.2893,0,-1.2893,6,5,1
2017-09-27,complete,SSE|SZSE,all-a,全A,-758922341,-7.5892,0.1578,-7.747,119,115,4
2017-09-27,complete,SSE|SZSE,broad,宽基,-673442514,-6.7344,0.0684,-6.8028,32,31,1
2017-09-27,complete,SSE|SZSE,industry,行业,-86042827,-0.8604,0.0434,-0.9038,70,69,1
2017-09-27,complete,SSE|SZSE,gold,黄金,-38865600,-0.3887,0.0248,-0.4135,4,4,0
2017-09-27,complete,SSE|SZSE,hong-kong,港股,-9729000,-0.0973,0,-0.0973,4,4,0
2017-09-27,complete,SSE|SZSE,strategy,策略,563000,0.0056,0.0461,-0.0404,17,15,2
2017-09-27,complete,SSE|SZSE,overseas,海外,5070000,0.0507,0.0863,-0.0356,5,5,0
2017-09-27,complete,SSE|SZSE,bond,债券,-6593100,-0.0659,0,-0.0659,4,2,2
2017-09-27,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-09-27,complete,SSE|SZSE,currency,货币,-102361958,-1.0236,0.0001,-1.0237,6,5,1
2017-09-28,complete,SSE|SZSE,all-a,全A,-242542162,-2.4254,0.6589,-3.0843,119,117,2
2017-09-28,complete,SSE|SZSE,broad,宽基,-226578287,-2.2658,0.3921,-2.6579,32,32,0
2017-09-28,complete,SSE|SZSE,industry,行业,-18333875,-0.1833,0.2128,-0.3961,70,70,0
2017-09-28,complete,SSE|SZSE,gold,黄金,-10665000,-0.1066,0.0082,-0.1149,4,4,0
2017-09-28,complete,SSE|SZSE,hong-kong,港股,0,0,0,0,4,4,0
2017-09-28,complete,SSE|SZSE,strategy,策略,2370000,0.0237,0.054,-0.0303,17,15,2
2017-09-28,complete,SSE|SZSE,overseas,海外,-1177000,-0.0118,0.0145,-0.0262,5,5,0
2017-09-28,complete,SSE|SZSE,bond,债券,-6594480,-0.0659,0,-0.0659,4,2,2
2017-09-28,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-09-28,complete,SSE|SZSE,currency,货币,-88244276,-0.8824,0,-0.8824,6,6,0
2017-09-29,complete,SSE|SZSE,all-a,全A,869816179,8.6982,10.0385,-1.3403,119,114,5
2017-09-29,complete,SSE|SZSE,broad,宽基,918620609,9.1862,9.8917,-0.7055,32,31,1
2017-09-29,complete,SSE|SZSE,industry,行业,-54273930,-0.5427,0.0161,-0.5588,70,68,2
2017-09-29,complete,SSE|SZSE,gold,黄金,-8212200,-0.0821,0.0167,-0.0988,4,4,0
2017-09-29,complete,SSE|SZSE,hong-kong,港股,0,0,0,0,4,4,0
2017-09-29,complete,SSE|SZSE,strategy,策略,5469500,0.0547,0.1306,-0.076,17,15,2
2017-09-29,complete,SSE|SZSE,overseas,海外,838000,0.0084,0.0291,-0.0207,5,5,0
2017-09-29,complete,SSE|SZSE,bond,债券,0,0,0,0,4,2,2
2017-09-29,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-09-29,complete,SSE|SZSE,currency,货币,-26359913,-0.2636,0.0568,-0.3204,6,6,0
2017-10-09,complete,SSE|SZSE,all-a,全A,1261344512,12.6134,13.07,-0.4566,119,119,0
2017-10-09,complete,SSE|SZSE,broad,宽基,1218526702,12.1853,12.2867,-0.1014,32,32,0
2017-10-09,complete,SSE|SZSE,industry,行业,19729810,0.1973,0.5141,-0.3168,70,70,0
2017-10-09,complete,SSE|SZSE,gold,黄金,-8988900,-0.0899,0.0331,-0.123,4,4,0
2017-10-09,complete,SSE|SZSE,hong-kong,港股,0,0,0,0,4,4,0
2017-10-09,complete,SSE|SZSE,strategy,策略,23088000,0.2309,0.2692,-0.0384,17,17,0
2017-10-09,complete,SSE|SZSE,overseas,海外,-4516000,-0.0452,0,-0.0452,5,5,0
2017-10-09,complete,SSE|SZSE,bond,债券,-2197000,-0.022,0,-0.022,4,3,1
2017-10-09,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-09,complete,SSE|SZSE,currency,货币,158398613,1.584,1.5894,-0.0054,6,6,0
2017-10-10,complete,SSE|SZSE,all-a,全A,1260487381,12.6049,14.319,-1.7141,119,115,4
2017-10-10,complete,SSE|SZSE,broad,宽基,1334383684,13.3438,14.0656,-0.7218,32,31,1
2017-10-10,complete,SSE|SZSE,industry,行业,-6809303,-0.0681,0.1581,-0.2262,70,68,2
2017-10-10,complete,SSE|SZSE,gold,黄金,-3251400,-0.0325,0.0576,-0.0901,4,4,0
2017-10-10,complete,SSE|SZSE,hong-kong,港股,-45841000,-0.4584,0,-0.4584,4,4,0
2017-10-10,complete,SSE|SZSE,strategy,策略,-67087000,-0.6709,0.0953,-0.7662,17,16,1
2017-10-10,complete,SSE|SZSE,overseas,海外,-10665500,-0.1067,0,-0.1067,5,5,0
2017-10-10,complete,SSE|SZSE,bond,债券,-6592800,-0.0659,0,-0.0659,4,4,0
2017-10-10,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-10,complete,SSE|SZSE,currency,货币,-117668792,-1.1767,0.0157,-1.1924,6,6,0
2017-10-11,complete,SSE|SZSE,all-a,全A,-481445887,-4.8145,0.7862,-5.6007,119,119,0
2017-10-11,complete,SSE|SZSE,broad,宽基,-497788620,-4.9779,0.186,-5.1639,32,32,0
2017-10-11,complete,SSE|SZSE,industry,行业,33582733,0.3358,0.5469,-0.2111,70,70,0
2017-10-11,complete,SSE|SZSE,gold,黄金,69623100,0.6962,0.6962,0,4,4,0
2017-10-11,complete,SSE|SZSE,hong-kong,港股,-28273000,-0.2827,0,-0.2827,4,4,0
2017-10-11,complete,SSE|SZSE,strategy,策略,-17240000,-0.1724,0.0533,-0.2257,17,17,0
2017-10-11,complete,SSE|SZSE,overseas,海外,8594000,0.0859,0.0917,-0.0057,5,5,0
2017-10-11,complete,SSE|SZSE,bond,债券,-6593580,-0.0659,0,-0.0659,4,2,2
2017-10-11,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-11,complete,SSE|SZSE,currency,货币,-40011899,-0.4001,0.0891,-0.4893,6,5,1
2017-10-12,complete,SSE|SZSE,all-a,全A,-68531881,-0.6853,1.17,-1.8553,119,119,0
2017-10-12,complete,SSE|SZSE,broad,宽基,-46451562,-0.4645,0.5082,-0.9727,32,32,0
2017-10-12,complete,SSE|SZSE,industry,行业,20499681,0.205,0.5401,-0.3351,70,70,0
2017-10-12,complete,SSE|SZSE,gold,黄金,1712400,0.0171,0.0991,-0.082,4,4,0
2017-10-12,complete,SSE|SZSE,hong-kong,港股,-37121000,-0.3712,0,-0.3712,4,4,0
2017-10-12,complete,SSE|SZSE,strategy,策略,-42580000,-0.4258,0.1217,-0.5475,17,17,0
2017-10-12,complete,SSE|SZSE,overseas,海外,27647000,0.2765,0.2765,0,5,5,0
2017-10-12,complete,SSE|SZSE,bond,债券,-5493250,-0.0549,0,-0.0549,4,2,2
2017-10-12,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-12,complete,SSE|SZSE,currency,货币,328900354,3.289,3.291,-0.002,6,4,2
2017-10-13,complete,SSE|SZSE,all-a,全A,-70854152,-0.7085,1.5043,-2.2129,119,114,5
2017-10-13,complete,SSE|SZSE,broad,宽基,40673154,0.4067,1.0539,-0.6472,32,31,1
2017-10-13,complete,SSE|SZSE,industry,行业,-869306,-0.0087,0.3416,-0.3503,70,68,2
2017-10-13,complete,SSE|SZSE,gold,黄金,-6559500,-0.0656,0.0247,-0.0903,4,4,0
2017-10-13,complete,SSE|SZSE,hong-kong,港股,-34496000,-0.345,0,-0.345,4,4,0
2017-10-13,complete,SSE|SZSE,strategy,策略,-110658000,-1.1066,0.1088,-1.2154,17,15,2
2017-10-13,complete,SSE|SZSE,overseas,海外,16115000,0.1611,0.1956,-0.0345,5,5,0
2017-10-13,complete,SSE|SZSE,bond,债券,0,0,0,0,4,3,1
2017-10-13,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-13,complete,SSE|SZSE,currency,货币,380513884,3.8051,3.8051,0,6,6,0
2017-10-16,complete,SSE|SZSE,all-a,全A,-411161377,-4.1116,0.7928,-4.9045,119,116,3
2017-10-16,complete,SSE|SZSE,broad,宽基,-324589319,-3.2459,0.2889,-3.5348,32,32,0
2017-10-16,complete,SSE|SZSE,industry,行业,-5226058,-0.0523,0.4855,-0.5378,70,68,2
2017-10-16,complete,SSE|SZSE,gold,黄金,12528600,0.1253,0.2077,-0.0824,4,4,0
2017-10-16,complete,SSE|SZSE,hong-kong,港股,-5576000,-0.0558,0,-0.0558,4,4,0
2017-10-16,complete,SSE|SZSE,strategy,策略,-81346000,-0.8135,0.0184,-0.8319,17,16,1
2017-10-16,complete,SSE|SZSE,overseas,海外,16143500,0.1614,0.1672,-0.0058,5,5,0
2017-10-16,complete,SSE|SZSE,bond,债券,0,0,0,0,4,2,2
2017-10-16,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-16,complete,SSE|SZSE,currency,货币,-84836296,-0.8484,0.0149,-0.8633,6,6,0
2017-10-17,complete,SSE|SZSE,all-a,全A,194667943,1.9467,3.1483,-1.2016,119,114,5
2017-10-17,complete,SSE|SZSE,broad,宽基,236527818,2.3653,2.8528,-0.4875,32,31,1
2017-10-17,complete,SSE|SZSE,industry,行业,-38097375,-0.381,0.2616,-0.6426,70,67,3
2017-10-17,complete,SSE|SZSE,gold,黄金,25604100,0.256,0.3381,-0.082,4,4,0
2017-10-17,complete,SSE|SZSE,hong-kong,港股,-24900000,-0.249,0,-0.249,4,4,0
2017-10-17,complete,SSE|SZSE,strategy,策略,-3762500,-0.0376,0.0339,-0.0715,17,16,1
2017-10-17,complete,SSE|SZSE,overseas,海外,2490000,0.0249,0.0307,-0.0058,5,5,0
2017-10-17,complete,SSE|SZSE,bond,债券,0,0,0,0,4,3,1
2017-10-17,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-17,complete,SSE|SZSE,currency,货币,53311630,0.5331,0.8741,-0.341,6,6,0
2017-10-18,complete,SSE|SZSE,all-a,全A,-2629362637,-26.2936,0.2829,-26.5765,119,113,6
2017-10-18,complete,SSE|SZSE,broad,宽基,-1758489801,-17.5849,0.0603,-17.6452,32,30,2
2017-10-18,complete,SSE|SZSE,industry,行业,-32202836,-0.322,0.1771,-0.4992,70,68,2
2017-10-18,complete,SSE|SZSE,gold,黄金,76800,0.0008,0.1237,-0.1229,4,4,0
2017-10-18,complete,SSE|SZSE,hong-kong,港股,-11182000,-0.1118,0.2763,-0.3881,4,4,0
2017-10-18,complete,SSE|SZSE,strategy,策略,-838670000,-8.3867,0.0455,-8.4322,17,15,2
2017-10-18,complete,SSE|SZSE,overseas,海外,19462000,0.1946,0.1946,0,5,5,0
2017-10-18,complete,SSE|SZSE,bond,债券,0,0,0,0,4,3,1
2017-10-18,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-18,complete,SSE|SZSE,currency,货币,-13858881,-0.1386,0.3628,-0.5014,6,5,1
2017-10-19,complete,SSE|SZSE,all-a,全A,-553129577,-5.5313,1.1732,-6.7045,119,116,3
2017-10-19,complete,SSE|SZSE,broad,宽基,-534895680,-5.349,0.8271,-6.176,32,31,1
2017-10-19,complete,SSE|SZSE,industry,行业,-2486897,-0.0249,0.3461,-0.371,70,68,2
2017-10-19,complete,SSE|SZSE,gold,黄金,3363000,0.0336,0.1235,-0.0899,4,4,0
2017-10-19,complete,SSE|SZSE,hong-kong,港股,-17452000,-0.1745,0,-0.1745,4,4,0
2017-10-19,complete,SSE|SZSE,strategy,策略,-15747000,-0.1575,0,-0.1575,17,17,0
2017-10-19,complete,SSE|SZSE,overseas,海外,17837000,0.1784,0.2047,-0.0263,5,5,0
2017-10-19,complete,SSE|SZSE,bond,债券,-1097000,-0.011,0,-0.011,4,1,3
2017-10-19,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-19,complete,SSE|SZSE,currency,货币,-82401742,-0.824,0,-0.824,6,6,0
2017-10-20,complete,SSE|SZSE,all-a,全A,-136764040,-1.3676,1.0539,-2.4215,119,115,4
2017-10-20,complete,SSE|SZSE,broad,宽基,13047406,0.1305,0.9199,-0.7894,32,32,0
2017-10-20,complete,SSE|SZSE,industry,行业,-40313946,-0.4031,0.102,-0.5052,70,66,4
2017-10-20,complete,SSE|SZSE,gold,黄金,-12232800,-0.1223,0.0495,-0.1718,4,4,0
2017-10-20,complete,SSE|SZSE,hong-kong,港股,-18336000,-0.1834,0,-0.1834,4,4,0
2017-10-20,complete,SSE|SZSE,strategy,策略,-109497500,-1.095,0.032,-1.127,17,17,0
2017-10-20,complete,SSE|SZSE,overseas,海外,30958500,0.3096,0.3096,0,5,5,0
2017-10-20,complete,SSE|SZSE,bond,债券,0,0,0,0,4,3,1
2017-10-20,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-20,complete,SSE|SZSE,currency,货币,55567621,0.5557,0.6388,-0.0831,6,6,0
2017-10-23,complete,SSE|SZSE,all-a,全A,-540394015,-5.4039,0.738,-6.1419,119,111,8
2017-10-23,complete,SSE|SZSE,broad,宽基,-509657173,-5.0966,0.3315,-5.428,32,32,0
2017-10-23,complete,SSE|SZSE,industry,行业,-3406342,-0.0341,0.3113,-0.3454,70,64,6
2017-10-23,complete,SSE|SZSE,gold,黄金,-7302300,-0.073,0.0329,-0.1059,4,4,0
2017-10-23,complete,SSE|SZSE,hong-kong,港股,12184000,0.1218,0.1218,0,4,4,0
2017-10-23,complete,SSE|SZSE,strategy,策略,-27330500,-0.2733,0.0952,-0.3685,17,15,2
2017-10-23,complete,SSE|SZSE,overseas,海外,15785000,0.1578,0.1949,-0.037,5,5,0
2017-10-23,complete,SSE|SZSE,bond,债券,0,0,0,0,4,3,1
2017-10-23,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-23,complete,SSE|SZSE,currency,货币,-122137288,-1.2214,0.0001,-1.2215,6,5,1
2017-10-24,complete,SSE|SZSE,all-a,全A,-1285700572,-12.857,1.1437,-14.0007,119,113,6
2017-10-24,complete,SSE|SZSE,broad,宽基,-1257316930,-12.5732,0.6515,-13.2247,32,32,0
2017-10-24,complete,SSE|SZSE,industry,行业,-2406642,-0.0241,0.4922,-0.5162,70,65,5
2017-10-24,complete,SSE|SZSE,gold,黄金,39264300,0.3926,0.3926,0,4,4,0
2017-10-24,complete,SSE|SZSE,hong-kong,港股,0,0,0,0,4,4,0
2017-10-24,complete,SSE|SZSE,strategy,策略,-25977000,-0.2598,0,-0.2598,17,16,1
2017-10-24,complete,SSE|SZSE,overseas,海外,14025500,0.1403,0.1403,0,5,5,0
2017-10-24,complete,SSE|SZSE,bond,债券,-1096530,-0.011,0,-0.011,4,3,1
2017-10-24,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-24,complete,SSE|SZSE,currency,货币,-14057692,-0.1406,0.1938,-0.3344,6,5,1
2017-10-25,complete,SSE|SZSE,all-a,全A,-667190074,-6.6719,1.0728,-7.7447,119,116,3
2017-10-25,complete,SSE|SZSE,broad,宽基,-640960961,-6.4096,0.6637,-7.0733,32,32,0
2017-10-25,complete,SSE|SZSE,industry,行业,-995113,-0.01,0.4091,-0.4191,70,67,3
2017-10-25,complete,SSE|SZSE,gold,黄金,-1609200,-0.0161,0.0653,-0.0814,4,4,0
2017-10-25,complete,SSE|SZSE,hong-kong,港股,0,0,0,0,4,4,0
2017-10-25,complete,SSE|SZSE,strategy,策略,-25234000,-0.2523,0,-0.2523,17,17,0
2017-10-25,complete,SSE|SZSE,overseas,海外,25497000,0.255,0.255,0,5,5,0
2017-10-25,complete,SSE|SZSE,bond,债券,0,0,0,0,4,2,2
2017-10-25,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-25,complete,SSE|SZSE,currency,货币,-107024184,-1.0702,0.0002,-1.0704,6,6,0
2017-10-26,complete,SSE|SZSE,all-a,全A,-287316424,-2.8732,2.1267,-4.9998,119,118,1
2017-10-26,complete,SSE|SZSE,broad,宽基,-147095781,-1.471,1.8511,-3.3221,32,32,0
2017-10-26,complete,SSE|SZSE,industry,行业,-41718143,-0.4172,0.2363,-0.6535,70,69,1
2017-10-26,complete,SSE|SZSE,gold,黄金,-748500,-0.0075,0.0987,-0.1062,4,4,0
2017-10-26,complete,SSE|SZSE,hong-kong,港股,15170000,0.1517,0.1517,0,4,4,0
2017-10-26,complete,SSE|SZSE,strategy,策略,-98502500,-0.985,0.0393,-1.0243,17,17,0
2017-10-26,complete,SSE|SZSE,overseas,海外,10896000,0.109,0.1378,-0.0288,5,5,0
2017-10-26,complete,SSE|SZSE,bond,债券,0,0,0,0,4,2,2
2017-10-26,complete,SSE|SZSE,commodity-other,其他商品,-1037000,-0.0104,0,-0.0104,1,1,0
2017-10-26,complete,SSE|SZSE,currency,货币,-76186220,-0.7619,0.124,-0.8858,6,6,0
2017-10-27,complete,SSE|SZSE,all-a,全A,-405609416,-4.0561,0.8261,-4.8822,119,118,1
2017-10-27,complete,SSE|SZSE,broad,宽基,-366891250,-3.6689,0.2278,-3.8967,32,32,0
2017-10-27,complete,SSE|SZSE,industry,行业,-378166,-0.0038,0.5901,-0.5939,70,69,1
2017-10-27,complete,SSE|SZSE,gold,黄金,-5673000,-0.0567,0.0164,-0.0731,4,4,0
2017-10-27,complete,SSE|SZSE,hong-kong,港股,0,0,0,0,4,4,0
2017-10-27,complete,SSE|SZSE,strategy,策略,-38340000,-0.3834,0.0083,-0.3917,17,17,0
2017-10-27,complete,SSE|SZSE,overseas,海外,8676000,0.0868,0.0868,0,5,5,0
2017-10-27,complete,SSE|SZSE,bond,债券,-1093510,-0.0109,0,-0.0109,4,2,2
2017-10-27,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-27,complete,SSE|SZSE,currency,货币,-95760682,-0.9576,0.1527,-1.1103,6,4,2
2017-10-30,complete,SSE|SZSE,all-a,全A,-772412826,-7.7241,1.1633,-8.8874,119,114,5
2017-10-30,complete,SSE|SZSE,broad,宽基,-788893764,-7.8889,0.0907,-7.9797,32,31,1
2017-10-30,complete,SSE|SZSE,industry,行业,46809938,0.4681,1.0103,-0.5422,70,67,3
2017-10-30,complete,SSE|SZSE,gold,黄金,3291600,0.0329,0.0574,-0.0244,4,4,0
2017-10-30,complete,SSE|SZSE,hong-kong,港股,-15060000,-0.1506,0,-0.1506,4,4,0
2017-10-30,complete,SSE|SZSE,strategy,策略,-30329000,-0.3033,0.0622,-0.3655,17,16,1
2017-10-30,complete,SSE|SZSE,overseas,海外,11702000,0.117,0.1604,-0.0434,5,5,0
2017-10-30,complete,SSE|SZSE,bond,债券,0,0,0,0,4,1,3
2017-10-30,complete,SSE|SZSE,commodity-other,其他商品,-1027000,-0.0103,0,-0.0103,1,1,0
2017-10-30,complete,SSE|SZSE,currency,货币,-149597602,-1.496,0,-1.496,6,6,0
2017-10-31,complete,SSE|SZSE,all-a,全A,-222806383,-2.2281,1.6613,-3.8894,119,113,6
2017-10-31,complete,SSE|SZSE,broad,宽基,-272244071,-2.7224,0.7303,-3.4528,32,31,1
2017-10-31,complete,SSE|SZSE,industry,行业,50829188,0.5083,0.8356,-0.3273,70,67,3
2017-10-31,complete,SSE|SZSE,gold,黄金,37533300,0.3753,0.3835,-0.0082,4,4,0
2017-10-31,complete,SSE|SZSE,hong-kong,港股,-13908000,-0.1391,0.0609,-0.2,4,4,0
2017-10-31,complete,SSE|SZSE,strategy,策略,-1391500,-0.0139,0.0954,-0.1093,17,15,2
2017-10-31,complete,SSE|SZSE,overseas,海外,11648000,0.1165,0.1165,0,5,5,0
2017-10-31,complete,SSE|SZSE,bond,债券,0,0,0,0,4,2,2
2017-10-31,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-10-31,complete,SSE|SZSE,currency,货币,-114860912,-1.1486,0,-1.1486,6,6,0
2017-11-01,complete,SSE|SZSE,all-a,全A,253402244,2.534,5.9378,-3.4038,119,117,2
2017-11-01,complete,SSE|SZSE,broad,宽基,288407628,2.8841,5.1014,-2.2173,32,32,0
2017-11-01,complete,SSE|SZSE,industry,行业,-42791884,-0.4279,0.6852,-1.1131,70,69,1
2017-11-01,complete,SSE|SZSE,gold,黄金,-10558500,-0.1056,0.0246,-0.1301,4,4,0
2017-11-01,complete,SSE|SZSE,hong-kong,港股,6116000,0.0612,0.0612,0,4,4,0
2017-11-01,complete,SSE|SZSE,strategy,策略,7786500,0.0779,0.1513,-0.0734,17,16,1
2017-11-01,complete,SSE|SZSE,overseas,海外,7395000,0.074,0.074,0,5,5,0
2017-11-01,complete,SSE|SZSE,bond,债券,0,0,0,0,4,2,2
2017-11-01,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-11-01,complete,SSE|SZSE,currency,货币,-77778863,-0.7778,0.0994,-0.8772,6,6,0
2017-11-02,complete,SSE|SZSE,all-a,全A,203937394,2.0394,5.1585,-3.1191,119,113,6
2017-11-02,complete,SSE|SZSE,broad,宽基,282115891,2.8212,4.1674,-1.3462,32,32,0
2017-11-02,complete,SSE|SZSE,industry,行业,-65594497,-0.6559,0.887,-1.5429,70,69,1
2017-11-02,complete,SSE|SZSE,gold,黄金,-8952000,-0.0895,0.0163,-0.1058,4,4,0
2017-11-02,complete,SSE|SZSE,hong-kong,港股,0,0,0,0,4,4,0
2017-11-02,complete,SSE|SZSE,strategy,策略,-12584000,-0.1258,0.1042,-0.23,17,12,5
2017-11-02,complete,SSE|SZSE,overseas,海外,7445000,0.0745,0.0745,0,5,5,0
2017-11-02,complete,SSE|SZSE,bond,债券,0,0,0,0,4,2,2
2017-11-02,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-11-02,complete,SSE|SZSE,currency,货币,-30755172,-0.3076,0.422,-0.7296,6,6,0
2017-11-03,complete,SSE|SZSE,all-a,全A,-848163481,-8.4816,0.3285,-8.8101,119,116,3
2017-11-03,complete,SSE|SZSE,broad,宽基,-781958783,-7.8196,0.0951,-7.9147,32,32,0
2017-11-03,complete,SSE|SZSE,industry,行业,-58568698,-0.5857,0.1282,-0.7139,70,69,1
2017-11-03,complete,SSE|SZSE,gold,黄金,-14655600,-0.1466,0.0082,-0.1548,4,4,0
2017-11-03,complete,SSE|SZSE,hong-kong,港股,0,0,0,0,4,4,0
2017-11-03,complete,SSE|SZSE,strategy,策略,-7636000,-0.0764,0.1051,-0.1815,17,15,2
2017-11-03,complete,SSE|SZSE,overseas,海外,20804000,0.208,0.208,0,5,5,0
2017-11-03,complete,SSE|SZSE,bond,债券,-1090030,-0.0109,0,-0.0109,4,2,2
2017-11-03,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,1,0
2017-11-03,complete,SSE|SZSE,currency,货币,342283127,3.4228,3.423,-0.0002,6,6,0
2017-11-06,complete,SSE|SZSE,all-a,全A,-67598485,-0.676,1.1746,-1.8506,119,117,2
2017-11-06,complete,SSE|SZSE,broad,宽基,-40244478,-0.4024,0.863,-1.2654,32,32,0
2017-11-06,complete,SSE|SZSE,industry,行业,-30724007,-0.3072,0.2278,-0.5351,70,69,1
2017-11-06,complete,SSE|SZSE,gold,黄金,-2398500,-0.024,0.0572,-0.0812,4,4,0
2017-11-06,complete,SSE|SZSE,hong-kong,港股,-26016000,-0.2602,0,-0.2602,4,4,0
2017-11-06,complete,SSE|SZSE,strategy,策略,3370000,0.0337,0.0838,-0.0501,17,16,1
2017-11-06,complete,SSE|SZSE,overseas,海外,4578000,0.0458,0.0458,0,5,5,0
2017-11-06,complete,SSE|SZSE,bond,债券,-1090990,-0.0109,0,-0.0109,3,2,1
2017-11-06,complete,SSE|SZSE,commodity-other,其他商品,0,0,0,0,1,0,1
2017-11-06,complete,SSE|SZSE,currency,货币,-73374911,-0.7337,0.0002,-0.7339,6,5,1
2017-11-07,complete,SSE|SZSE,all-a,全A,-392404036,-3.924,1.1371,-5.0612,118,116,2
2017-11-07,complete,SSE|SZSE,broad,宽基,-356749581,-3.5675,0.8761,-4.4436,32,32,0
2017-11-07,complete,SSE|SZSE,industry,行业,-33916455,-0.3392,0.2525,-0.5917,70,68,2
2017-11-07,complete,SSE|SZSE,gold,黄金,-5735100,-0.0574,0.0735,-0.1309,4,4,0
2017-11-07,complete,SSE|SZSE,hong-kong,港股,-21340000,-0.2134,0,-0.2134,4,4,0
2017-11-07,complete,SSE|SZSE,strategy,策略,-1738000,-0.0174,0.0085,-0.0259,16,16,0
2017-11-07,complete,SSE|SZSE,overseas,海外,3865500,0.0387,0.0538,-0.0151,5,5,0
2017-11-07,complete,SSE|SZSE,bond,债券,-1092040,-0.0109,0,-0.0109,3,3,0
2017-11-07,complete,SSE|SZSE,commodity-other,其他商品,-1036000,-0.0104,0,-0.0104,1,1,0
2017-11-07,complete,SSE|SZSE,currency,货币,165538015,1.6554,1.6585,-0.0031,6,6,0
2017-11-08,complete,SSE|SZSE,all-a,全A,859404848,8.594,10.3254,-1.7314,118,117,1
2017-11-08,complete,SSE|SZSE,broad,宽基,927774961,9.2777,9.9393,-0.6615,32,31,1
2017-11-08,complete,SSE|SZSE,industry,行业,-56813613,-0.5681,0.3673,-0.9354,70,70,0
2017-11-08,complete,SSE|SZSE,gold,黄金,17989800,0.1799,0.2289,-0.049,4,4,0
2017-11-08,complete,SSE|SZSE,hong-kong,港股,21812000,0.2181,0.2181,0,4,4,0
2017-11-08,complete,SSE|SZSE,strategy,策略,-11556500,-0.1156,0.0189,-0.1344,16,16,0
2017-11-08,complete,SSE|SZSE,overseas,海外,-7469000,-0.0747,0.0159,-0.0906,5,5,0
2017-11-08,complete,SSE|SZSE,bond,债券,0,0,0,0,3,3,0
2017-11-08,complete,SSE|SZSE,commodity-other,其他商品,-940500,-0.0094,0,-0.0094,1,1,0
2017-11-08,complete,SSE|SZSE,currency,货币,66079170,0.6608,0.6622,-0.0014,6,6,0
2017-11-09,complete,SSE|SZSE,all-a,全A,617342476,6.1734,8.3329,-2.1595,118,115,3
2017-11-09,complete,SSE|SZSE,broad,宽基,673121105,6.7312,7.9016,-1.1704,32,31,1
2017-11-09,complete,SSE|SZSE,industry,行业,5335871,0.0534,0.4196,-0.3662,70,68,2
2017-11-09,complete,SSE|SZSE,gold,黄金,29450100,0.2945,0.3357,-0.0412,4,4,0
2017-11-09,complete,SSE|SZSE,hong-kong,港股,28170000,0.2817,0.2817,0,4,4,0
2017-11-09,complete,SSE|SZSE,strategy,策略,-61114500,-0.6111,0.0117,-0.6229,16,16,0
2017-11-09,complete,SSE|SZSE,overseas,海外,-656000,-0.0066,0.0236,-0.0302,5,5,0
