date,status,exchanges,id,label,estimatedNetFlowCny,estimatedNetFlowYi,grossInflowYi,grossOutflowYi,funds,pricedFunds,excludedRecords
2012-01-05,partial,SSE,all-a,全A,261368600,2.6137,2.8264,-0.2127,22,22,0
2012-01-05,partial,SSE,broad,宽基,276187600,2.7619,2.7619,0,7,7,0
2012-01-05,partial,SSE,industry,行业,-11446000,-0.1145,0.0032,-0.1177,7,7,0
2012-01-05,partial,SSE,strategy,策略,-3373000,-0.0337,0.0613,-0.095,8,8,0
2012-01-05,partial,SSE,commodity-other,其他商品,0,0,0,0,1,1,0
2012-01-06,partial,SSE,all-a,全A,113457700,1.1346,2.1144,-0.9798,22,22,0
2012-01-06,partial,SSE,broad,宽基,152594000,1.5259,2.0642,-0.5382,7,7,0
2012-01-06,partial,SSE,industry,行业,-41026800,-0.4103,0.0149,-0.4252,7,7,0
2012-01-06,partial,SSE,strategy,策略,1890500,0.0189,0.0353,-0.0164,8,8,0
2012-01-06,partial,SSE,commodity-other,其他商品,-1024000,-0.0102,0,-0.0102,1,1,0
2012-01-09,partial,SSE,all-a,全A,-706990300,-7.0699,0.1454,-7.2153,22,22,0
2012-01-09,partial,SSE,broad,宽基,-678468000,-6.7847,0,-6.7847,7,7,0
2012-01-09,partial,SSE,industry,行业,-7189300,-0.0719,0.1091,-0.181,7,7,0
2012-01-09,partial,SSE,strategy,策略,-21333000,-0.2133,0.0363,-0.2496,8,8,0
2012-01-09,partial,SSE,commodity-other,其他商品,-1085500,-0.0109,0,-0.0109,1,1,0
2012-01-10,partial,SSE,all-a,全A,154445400,1.5445,2.3489,-0.8044,22,22,0
2012-01-10,partial,SSE,broad,宽基,176886000,1.7689,2.3426,-0.5738,7,7,0
2012-01-10,partial,SSE,industry,行业,-6753600,-0.0675,0,-0.0675,7,7,0
2012-01-10,partial,SSE,strategy,策略,-15687000,-0.1569,0.0063,-0.1631,8,8,0
2012-01-10,partial,SSE,commodity-other,其他商品,2283000,0.0228,0.0228,0,1,1,0
2012-01-11,partial,SSE,all-a,全A,382567800,3.8257,4.1706,-0.3449,22,22,0
2012-01-11,partial,SSE,broad,宽基,411067000,4.1107,4.1124,-0.0018,7,7,0
2012-01-11,partial,SSE,industry,行业,-2450200,-0.0245,0.0582,-0.0827,7,7,0
2012-01-11,partial,SSE,strategy,策略,-26049000,-0.2605,0,-0.2605,8,8,0
2012-01-11,partial,SSE,commodity-other,其他商品,2268000,0.0227,0.0227,0,1,1,0
2012-01-12,partial,SSE,all-a,全A,-54221300,-0.5422,1.6817,-2.2239,22,22,0
2012-01-12,partial,SSE,broad,宽基,-100539000,-1.0054,0.8679,-1.8733,7,7,0
2012-01-12,partial,SSE,industry,行业,-22716800,-0.2272,0,-0.2272,7,7,0
2012-01-12,partial,SSE,strategy,策略,69034500,0.6903,0.8138,-0.1235,8,8,0
2012-01-12,partial,SSE,commodity-other,其他商品,-3432000,-0.0343,0,-0.0343,1,1,0
2012-01-13,partial,SSE,all-a,全A,265909300,2.6591,2.8491,-0.19,22,22,0
2012-01-13,partial,SSE,broad,宽基,280260000,2.8026,2.8061,-0.0035,7,7,0
2012-01-13,partial,SSE,industry,行业,-8799700,-0.088,0.0179,-0.1059,7,7,0
2012-01-13,partial,SSE,strategy,策略,-5551000,-0.0555,0.0251,-0.0806,8,8,0
2012-01-13,partial,SSE,commodity-other,其他商品,-2270000,-0.0227,0,-0.0227,1,1,0
2012-01-16,partial,SSE,all-a,全A,98460400,0.9846,1.0101,-0.0255,22,22,0
2012-01-16,partial,SSE,broad,宽基,68339500,0.6834,0.6936,-0.0102,7,7,0
2012-01-16,partial,SSE,industry,行业,7513400,0.0751,0.0813,-0.0062,7,7,0
2012-01-16,partial,SSE,strategy,策略,22607500,0.2261,0.2351,-0.0091,8,8,0
2012-01-16,partial,SSE,commodity-other,其他商品,-1098500,-0.011,0,-0.011,1,1,0
2012-01-17,partial,SSE,all-a,全A,158181200,1.5818,1.737,-0.1552,22,22,0
2012-01-17,partial,SSE,broad,宽基,124165000,1.2416,1.31,-0.0684,7,7,0
2012-01-17,partial,SSE,industry,行业,9347200,0.0935,0.0935,0,7,7,0
2012-01-17,partial,SSE,strategy,策略,24669000,0.2467,0.3335,-0.0868,8,8,0
2012-01-17,partial,SSE,commodity-other,其他商品,1194500,0.0119,0.0119,0,1,1,0
2012-01-18,partial,SSE,all-a,全A,-22732000,-0.2273,1.0852,-1.3125,22,22,0
2012-01-18,partial,SSE,broad,宽基,-14258000,-0.1426,1.0547,-1.1973,7,7,0
2012-01-18,partial,SSE,industry,行业,-6139500,-0.0614,0.0147,-0.0761,7,7,0
2012-01-18,partial,SSE,strategy,策略,-2334500,-0.0233,0.0158,-0.0391,8,8,0
2012-01-18,partial,SSE,commodity-other,其他商品,19856000,0.1986,0.1986,0,1,1,0
2012-01-19,partial,SSE,all-a,全A,37524500,0.3752,1.662,-1.2867,22,22,0
2012-01-19,partial,SSE,broad,宽基,45243000,0.4524,1.6271,-1.1747,7,7,0
2012-01-19,partial,SSE,industry,行业,974000,0.0097,0.0301,-0.0204,7,7,0
2012-01-19,partial,SSE,strategy,策略,-8692500,-0.0869,0.0047,-0.0917,8,8,0
2012-01-19,partial,SSE,commodity-other,其他商品,-7200000,-0.072,0,-0.072,1,1,0
2012-01-20,partial,SSE,all-a,全A,-60211600,-0.6021,0.6795,-1.2816,22,22,0
2012-01-20,partial,SSE,broad,宽基,-111046000,-1.1105,0.0165,-1.1269,7,7,0
2012-01-20,partial,SSE,industry,行业,32540400,0.3254,0.3307,-0.0053,7,7,0
2012-01-20,partial,SSE,strategy,策略,18294000,0.1829,0.3324,-0.1494,8,8,0
2012-01-20,partial,SSE,commodity-other,其他商品,-7200000,-0.072,0,-0.072,1,1,0
2012-01-30,partial,SSE,all-a,全A,-392788500,-3.9279,0.095,-4.0229,22,22,0
2012-01-30,partial,SSE,broad,宽基,-381353000,-3.8135,0,-3.8135,7,7,0
2012-01-30,partial,SSE,industry,行业,802500,0.008,0.015,-0.007,7,7,0
2012-01-30,partial,SSE,strategy,策略,-12238000,-0.1224,0.08,-0.2024,8,8,0
2012-01-30,partial,SSE,commodity-other,其他商品,34379500,0.3438,0.3438,0,1,1,0
2012-01-31,partial,SSE,all-a,全A,246734000,2.4673,2.5415,-0.0741,22,21,1
2012-01-31,partial,SSE,broad,宽基,245304000,2.453,2.5178,-0.0647,7,7,0
2012-01-31,partial,SSE,industry,行业,1260000,0.0126,0.0126,0,7,7,0
2012-01-31,partial,SSE,strategy,策略,170000,0.0017,0.0111,-0.0094,8,7,1
2012-01-31,partial,SSE,commodity-other,其他商品,-13068000,-0.1307,0,-0.1307,1,1,0
2012-02-01,partial,SSE,all-a,全A,-117541900,-1.1754,0.0904,-1.2658,22,22,0
2012-02-01,partial,SSE,broad,宽基,-113938000,-1.1394,0.0445,-1.1839,7,7,0
2012-02-01,partial,SSE,industry,行业,502100,0.005,0.0147,-0.0097,7,7,0
2012-02-01,partial,SSE,strategy,策略,-4106000,-0.0411,0.0311,-0.0722,8,8,0
2012-02-01,partial,SSE,commodity-other,其他商品,1155500,0.0116,0.0116,0,1,1,0
2012-02-02,partial,SSE,all-a,全A,-146177000,-1.4618,0.0577,-1.5195,22,22,0
2012-02-02,partial,SSE,broad,宽基,-141384600,-1.4138,0.0504,-1.4642,7,7,0
2012-02-02,partial,SSE,industry,行业,-1864900,-0.0186,0,-0.0186,7,7,0
2012-02-02,partial,SSE,strategy,策略,-2927500,-0.0293,0.0073,-0.0366,8,8,0
2012-02-02,partial,SSE,commodity-other,其他商品,3556500,0.0356,0.0356,0,1,1,0
2012-02-03,partial,SSE,all-a,全A,-407260800,-4.0726,0,-4.0726,22,22,0
2012-02-03,partial,SSE,broad,宽基,-364805000,-3.6481,0,-3.6481,7,7,0
2012-02-03,partial,SSE,industry,行业,-8887800,-0.0889,0,-0.0889,7,7,0
2012-02-03,partial,SSE,strategy,策略,-33568000,-0.3357,0,-0.3357,8,8,0
2012-02-03,partial,SSE,commodity-other,其他商品,-29950000,-0.2995,0,-0.2995,1,1,0
2012-02-06,partial,SSE,all-a,全A,-182900400,-1.829,0.02,-1.849,22,22,0
2012-02-06,partial,SSE,broad,宽基,-42594000,-0.4259,0.0109,-0.4369,7,7,0
2012-02-06,partial,SSE,industry,行业,-1670400,-0.0167,0.0091,-0.0258,7,7,0
2012-02-06,partial,SSE,strategy,策略,-138636000,-1.3864,0,-1.3864,8,8,0
2012-02-06,partial,SSE,commodity-other,其他商品,-5957500,-0.0596,0,-0.0596,1,1,0
2012-02-07,partial,SSE,all-a,全A,89360300,0.8936,3.2035,-2.3099,22,22,0
2012-02-07,partial,SSE,broad,宽基,114854000,1.1485,3.1607,-2.0122,7,7,0
2012-02-07,partial,SSE,industry,行业,-1383700,-0.0138,0.0063,-0.0202,7,7,0
2012-02-07,partial,SSE,strategy,策略,-24110000,-0.2411,0.0365,-0.2776,8,8,0
2012-02-07,partial,SSE,commodity-other,其他商品,-12820500,-0.1282,0,-0.1282,1,1,0
2012-02-08,partial,SSE,all-a,全A,-257032700,-2.5703,0.0119,-2.5822,22,22,0
2012-02-08,partial,SSE,broad,宽基,-137607800,-1.3761,0,-1.3761,7,7,0
2012-02-08,partial,SSE,industry,行业,-66970400,-0.6697,0.007,-0.6767,7,7,0
2012-02-08,partial,SSE,strategy,策略,-52454500,-0.5245,0.0049,-0.5294,8,8,0
2012-02-08,partial,SSE,commodity-other,其他商品,-9872000,-0.0987,0,-0.0987,1,1,0
2012-02-09,partial,SSE,all-a,全A,-535633900,-5.3563,0,-5.3563,22,22,0
2012-02-09,partial,SSE,broad,宽基,-496169000,-4.9617,0,-4.9617,7,7,0
2012-02-09,partial,SSE,industry,行业,-24787900,-0.2479,0,-0.2479,7,7,0
2012-02-09,partial,SSE,strategy,策略,-14677000,-0.1468,0,-0.1468,8,8,0
2012-02-09,partial,SSE,commodity-other,其他商品,4908000,0.0491,0.0491,0,1,1,0
2012-02-10,partial,SSE,all-a,全A,-362097500,-3.621,0.0241,-3.645,22,22,0
2012-02-10,partial,SSE,broad,宽基,-347921000,-3.4792,0,-3.4792,7,7,0
2012-02-10,partial,SSE,industry,行业,-9841000,-0.0984,0,-0.0984,7,7,0
2012-02-10,partial,SSE,strategy,策略,-4335500,-0.0434,0.0241,-0.0674,8,8,0
2012-02-10,partial,SSE,commodity-other,其他商品,6087500,0.0609,0.0609,0,1,1,0
2012-02-13,partial,SSE,all-a,全A,385066400,3.8507,3.9345,-0.0839,22,22,0
2012-02-13,partial,SSE,broad,宽基,390800600,3.908,3.9345,-0.0265,7,7,0
2012-02-13,partial,SSE,industry,行业,-1871200,-0.0187,0,-0.0187,7,7,0
2012-02-13,partial,SSE,strategy,策略,-3863000,-0.0386,0,-0.0386,8,8,0
2012-02-13,partial,SSE,commodity-other,其他商品,6122500,0.0612,0.0612,0,1,1,0
2012-02-14,partial,SSE,all-a,全A,22463500,0.2246,0.3526,-0.128,22,22,0
2012-02-14,partial,SSE,broad,宽基,23464000,0.2346,0.341,-0.1063,7,7,0
2012-02-14,partial,SSE,industry,行业,-936000,-0.0094,0,-0.0094,7,7,0
2012-02-14,partial,SSE,strategy,策略,-64500,-0.0006,0.0116,-0.0123,8,8,0
2012-02-14,partial,SSE,commodity-other,其他商品,15892500,0.1589,0.1589,0,1,1,0
2012-02-15,partial,SSE,all-a,全A,-24339400,-0.2434,1.2001,-1.4435,22,22,0
2012-02-15,partial,SSE,broad,宽基,-1206000,-0.0121,1.2001,-1.2122,7,7,0
2012-02-15,partial,SSE,industry,行业,-5678900,-0.0568,0,-0.0568,7,7,0
2012-02-15,partial,SSE,strategy,策略,-17454500,-0.1745,0,-0.1745,8,8,0
2012-02-15,partial,SSE,commodity-other,其他商品,20952500,0.2095,0.2095,0,1,1,0
2012-02-16,partial,SSE,all-a,全A,-174907500,-1.7491,0.6981,-2.4472,22,22,0
2012-02-16,partial,SSE,broad,宽基,-174666100,-1.7467,0.6212,-2.3679,7,7,0
2012-02-16,partial,SSE,industry,行业,2694600,0.0269,0.0606,-0.0337,7,7,0
2012-02-16,partial,SSE,strategy,策略,-2936000,-0.0294,0.0163,-0.0456,8,8,0
2012-02-16,partial,SSE,commodity-other,其他商品,11025000,0.1103,0.1103,0,1,1,0
2012-02-17,partial,SSE,all-a,全A,61076200,0.6108,1.001,-0.3902,22,22,0
2012-02-17,partial,SSE,broad,宽基,66281000,0.6628,1.001,-0.3382,7,7,0
2012-02-17,partial,SSE,industry,行业,-3463800,-0.0346,0,-0.0346,7,7,0
2012-02-17,partial,SSE,strategy,策略,-1741000,-0.0174,0,-0.0174,8,8,0
2012-02-17,partial,SSE,commodity-other,其他商品,4892000,0.0489,0.0489,0,1,1,0
2012-02-20,partial,SSE,all-a,全A,-92586300,-0.9259,0.3973,-1.3232,22,22,0
2012-02-20,partial,SSE,broad,宽基,-91268000,-0.9127,0.2654,-1.178,7,7,0
2012-02-20,partial,SSE,industry,行业,-11382800,-0.1138,0,-0.1138,7,7,0
2012-02-20,partial,SSE,strategy,策略,10064500,0.1006,0.1319,-0.0313,8,8,0
2012-02-20,partial,SSE,commodity-other,其他商品,24470000,0.2447,0.2447,0,1,1,0
2012-02-21,partial,SSE,all-a,全A,270844900,2.7084,3.0513,-0.3429,22,22,0
2012-02-21,partial,SSE,broad,宽基,263443000,2.6344,2.9399,-0.3054,7,7,0
2012-02-21,partial,SSE,industry,行业,-701100,-0.007,0.023,-0.03,7,7,0
2012-02-21,partial,SSE,strategy,策略,8103000,0.081,0.0885,-0.0075,8,8,0
2012-02-21,partial,SSE,commodity-other,其他商品,-17241000,-0.1724,0,-0.1724,1,1,0
2012-02-22,partial,SSE,all-a,全A,-326690400,-3.2669,0.0102,-3.2771,22,22,0
2012-02-22,partial,SSE,broad,宽基,-291830300,-2.9183,0,-2.9183,7,7,0
2012-02-22,partial,SSE,industry,行业,-11719600,-0.1172,0,-0.1172,7,7,0
2012-02-22,partial,SSE,strategy,策略,-23140500,-0.2314,0.0102,-0.2416,8,8,0
2012-02-22,partial,SSE,commodity-other,其他商品,-4984000,-0.0498,0,-0.0498,1,1,0
2012-02-23,partial,SSE,all-a,全A,-837257200,-8.3726,0.2031,-8.5757,22,22,0
2012-02-23,partial,SSE,broad,宽基,-844802700,-8.448,0.0541,-8.5021,7,7,0
2012-02-23,partial,SSE,industry,行业,13373500,0.1337,0.1393,-0.0056,7,7,0
2012-02-23,partial,SSE,strategy,策略,-5828000,-0.0583,0.0097,-0.068,8,8,0
2012-02-23,partial,SSE,commodity-other,其他商品,-102060000,-1.0206,0,-1.0206,1,1,0
2012-02-24,partial,SSE,all-a,全A,-372987800,-3.7299,0.0182,-3.7481,22,22,0
2012-02-24,partial,SSE,broad,宽基,-323082500,-3.2308,0.0182,-3.249,7,7,0
2012-02-24,partial,SSE,industry,行业,-6424800,-0.0642,0,-0.0642,7,7,0
2012-02-24,partial,SSE,strategy,策略,-43480500,-0.4348,0,-0.4348,8,8,0
2012-02-24,partial,SSE,commodity-other,其他商品,3828000,0.0383,0.0383,0,1,1,0
2012-02-27,partial,SSE,all-a,全A,-403002800,-4.03,0.0233,-4.0533,22,22,0
2012-02-27,partial,SSE,broad,宽基,-136924100,-1.3692,0,-1.3692,7,7,0
2012-02-27,partial,SSE,industry,行业,-169330700,-1.6933,0.0233,-1.7166,7,7,0
2012-02-27,partial,SSE,strategy,策略,-96748000,-0.9675,0,-0.9675,8,8,0
2012-02-27,partial,SSE,commodity-other,其他商品,15480000,0.1548,0.1548,0,1,1,0
2012-02-28,partial,SSE,all-a,全A,560964600,5.6096,5.8888,-0.2792,22,22,0
2012-02-28,partial,SSE,broad,宽基,584207000,5.8421,5.8692,-0.0271,7,7,0
2012-02-28,partial,SSE,industry,行业,1394600,0.0139,0.0196,-0.0057,7,7,0
2012-02-28,partial,SSE,strategy,策略,-24637000,-0.2464,0,-0.2464,8,8,0
2012-02-28,partial,SSE,commodity-other,其他商品,21726000,0.2173,0.2173,0,1,1,0
2012-02-29,partial,SSE,all-a,全A,2124600,0.0212,0.2446,-0.2233,22,22,0
2012-02-29,partial,SSE,broad,宽基,-8656400,-0.0866,0.0918,-0.1784,7,7,0
2012-02-29,partial,SSE,industry,行业,9754000,0.0975,0.1048,-0.0073,7,7,0
2012-02-29,partial,SSE,strategy,策略,1027000,0.0103,0.0479,-0.0377,8,8,0
2012-02-29,partial,SSE,commodity-other,其他商品,-5112000,-0.0511,0,-0.0511,1,1,0
2012-03-01,partial,SSE,all-a,全A,215493200,2.1549,2.2331,-0.0781,22,22,0
2012-03-01,partial,SSE,broad,宽基,187016000,1.8702,1.8702,0,7,7,0
2012-03-01,partial,SSE,industry,行业,-5282800,-0.0528,0,-0.0528,7,7,0
2012-03-01,partial,SSE,strategy,策略,33760000,0.3376,0.3629,-0.0253,8,8,0
2012-03-01,partial,SSE,commodity-other,其他商品,77531000,0.7753,0.7753,0,1,1,0
2012-03-02,partial,SSE,all-a,全A,-485220700,-4.8522,0.0559,-4.9081,22,22,0
2012-03-02,partial,SSE,broad,宽基,-466773000,-4.6677,0.0485,-4.7162,7,7,0
2012-03-02,partial,SSE,industry,行业,-612700,-0.0061,0.0075,-0.0136,7,7,0
2012-03-02,partial,SSE,strategy,策略,-17835000,-0.1784,0,-0.1784,8,8,0
2012-03-02,partial,SSE,commodity-other,其他商品,3883500,0.0388,0.0388,0,1,1,0
2012-03-05,partial,SSE,all-a,全A,-211574700,-2.1157,0.0207,-2.1365,22,22,0
2012-03-05,partial,SSE,broad,宽基,-189427300,-1.8943,0.0038,-1.8981,7,7,0
2012-03-05,partial,SSE,industry,行业,-6674400,-0.0667,0,-0.0667,7,7,0
2012-03-05,partial,SSE,strategy,策略,-15473000,-0.1547,0.0169,-0.1716,8,8,0
2012-03-05,partial,SSE,commodity-other,其他商品,-6442500,-0.0644,0,-0.0644,1,1,0
2012-03-06,partial,SSE,all-a,全A,642678100,6.4268,6.4888,-0.062,22,22,0
2012-03-06,partial,SSE,broad,宽基,645740000,6.4574,6.4574,0,7,7,0
2012-03-06,partial,SSE,industry,行业,-1769400,-0.0177,0,-0.0177,7,7,0
2012-03-06,partial,SSE,strategy,策略,-1292500,-0.0129,0.0314,-0.0443,8,8,0
2012-03-06,partial,SSE,commodity-other,其他商品,0,0,0,0,1,1,0
2012-03-07,partial,SSE,all-a,全A,205390000,2.0539,2.1773,-0.1234,22,22,0
2012-03-07,partial,SSE,broad,宽基,211886000,2.1189,2.1677,-0.0488,7,7,0
2012-03-07,partial,SSE,industry,行业,-1997500,-0.02,0,-0.02,7,7,0
2012-03-07,partial,SSE,strategy,策略,-4498500,-0.045,0.0097,-0.0547,8,8,0
2012-03-07,partial,SSE,commodity-other,其他商品,-16068000,-0.1607,0,-0.1607,1,1,0
2012-03-08,partial,SSE,all-a,全A,-463756000,-4.6376,0.0273,-4.6649,22,22,0
2012-03-08,partial,SSE,broad,宽基,-441773000,-4.4177,0,-4.4177,7,7,0
2012-03-08,partial,SSE,industry,行业,588000,0.0059,0.0154,-0.0095,7,7,0
2012-03-08,partial,SSE,strategy,策略,-22571000,-0.2257,0.0119,-0.2376,8,8,0
2012-03-08,partial,SSE,commodity-other,其他商品,-2525000,-0.0253,0,-0.0253,1,1,0
2012-03-09,partial,SSE,all-a,全A,-288403000,-2.884,0.0863,-2.9703,22,22,0
2012-03-09,partial,SSE,broad,宽基,-271164000,-2.7116,0,-2.7116,7,7,0
2012-03-09,partial,SSE,industry,行业,-400000,-0.004,0,-0.004,7,7,0
2012-03-09,partial,SSE,strategy,策略,-16839000,-0.1684,0.0863,-0.2547,8,8,0
2012-03-09,partial,SSE,commodity-other,其他商品,0,0,0,0,1,1,0
2012-03-12,partial,SSE,all-a,全A,-92270000,-0.9227,0.0121,-0.9348,22,22,0
2012-03-12,partial,SSE,broad,宽基,-75492000,-0.7549,0,-0.7549,7,7,0
2012-03-12,partial,SSE,industry,行业,-7003000,-0.07,0.0121,-0.0821,7,7,0
2012-03-12,partial,SSE,strategy,策略,-9775000,-0.0978,0,-0.0978,8,8,0
2012-03-12,partial,SSE,commodity-other,其他商品,2590000,0.0259,0.0259,0,1,1,0
2012-03-13,partial,SSE,all-a,全A,-455744500,-4.5574,0.038,-4.5954,22,22,0
2012-03-13,partial,SSE,broad,宽基,-429929600,-4.2993,0.038,-4.3373,7,7,0
2012-03-13,partial,SSE,industry,行业,-2503900,-0.025,0,-0.025,7,7,0
2012-03-13,partial,SSE,strategy,策略,-23311000,-0.2331,0,-0.2331,8,8,0
2012-03-13,partial,SSE,commodity-other,其他商品,-1309000,-0.0131,0,-0.0131,1,1,0
2012-03-14,partial,SSE,all-a,全A,81884000,0.8188,1.4932,-0.6744,22,22,0
2012-03-14,partial,SSE,broad,宽基,141235600,1.4124,1.4429,-0.0306,7,7,0
2012-03-14,partial,SSE,industry,行业,-3202100,-0.032,0.0503,-0.0823,7,7,0
2012-03-14,partial,SSE,strategy,策略,-56149500,-0.5615,0,-0.5615,8,8,0
2012-03-14,partial,SSE,commodity-other,其他商品,-8862000,-0.0886,0,-0.0886,1,1,0
2012-03-15,partial,SSE,all-a,全A,1094376000,10.9438,11.0228,-0.079,22,22,0
2012-03-15,partial,SSE,broad,宽基,1097582000,10.9758,10.9878,-0.012,7,7,0
2012-03-15,partial,SSE,industry,行业,-942000,-0.0094,0,-0.0094,7,7,0
2012-03-15,partial,SSE,strategy,策略,-2264000,-0.0226,0.035,-0.0576,8,8,0
2012-03-15,partial,SSE,commodity-other,其他商品,-6262500,-0.0626,0,-0.0626,1,1,0
2012-03-16,partial,SSE,all-a,全A,-37746100,-0.3775,0.7761,-1.1536,22,22,0
2012-03-16,partial,SSE,broad,宽基,-55602500,-0.556,0.537,-1.093,7,7,0
2012-03-16,partial,SSE,industry,行业,19639900,0.1964,0.2325,-0.0361,7,7,0
2012-03-16,partial,SSE,strategy,策略,-1783500,-0.0178,0.0066,-0.0245,8,8,0
2012-03-16,partial,SSE,commodity-other,其他商品,-10204000,-0.102,0,-0.102,1,1,0
2012-03-19,partial,SSE,all-a,全A,-480426000,-4.8043,0.0303,-4.8346,22,22,0
2012-03-19,partial,SSE,broad,宽基,-474650000,-4.7465,0,-4.7465,7,7,0
2012-03-19,partial,SSE,industry,行业,1504000,0.015,0.0303,-0.0153,7,7,0
2012-03-19,partial,SSE,strategy,策略,-7280000,-0.0728,0,-0.0728,8,8,0
2012-03-19,partial,SSE,commodity-other,其他商品,-40207000,-0.4021,0,-0.4021,1,1,0
2012-03-20,partial,SSE,all-a,全A,59165400,0.5917,0.858,-0.2664,22,22,0
2012-03-20,partial,SSE,broad,宽基,49924000,0.4992,0.7315,-0.2323,7,7,0
2012-03-20,partial,SSE,industry,行业,4551400,0.0455,0.051,-0.0055,7,7,0
2012-03-20,partial,SSE,strategy,策略,4690000,0.0469,0.0755,-0.0286,8,8,0
2012-03-20,partial,SSE,commodity-other,其他商品,-1273000,-0.0127,0,-0.0127,1,1,0
2012-03-21,partial,SSE,all-a,全A,32644100,0.3264,1.7765,-1.45,22,22,0
2012-03-21,partial,SSE,broad,宽基,9376000,0.0938,1.5124,-1.4187,7,7,0
2012-03-21,partial,SSE,industry,行业,23987100,0.2399,0.2463,-0.0065,7,7,0
2012-03-21,partial,SSE,strategy,策略,-719000,-0.0072,0.0177,-0.0249,8,8,0
2012-03-21,partial,SSE,commodity-other,其他商品,-57332000,-0.5733,0,-0.5733,1,1,0
2012-03-22,partial,SSE,all-a,全A,-2282500,-0.0228,0.5849,-0.6077,22,22,0
2012-03-22,partial,SSE,broad,宽基,57372000,0.5737,0.5737,0,7,7,0
2012-03-22,partial,SSE,industry,行业,-8957000,-0.0896,0,-0.0896,7,7,0
2012-03-22,partial,SSE,strategy,策略,-50697500,-0.507,0.0112,-0.5182,8,8,0
2012-03-22,partial,SSE,commodity-other,其他商品,2554000,0.0255,0.0255,0,1,1,0
2012-03-23,partial,SSE,all-a,全A,341512500,3.4151,3.7177,-0.3026,22,22,0
2012-03-23,partial,SSE,broad,宽基,358385000,3.5838,3.5838,0,7,7,0
2012-03-23,partial,SSE,industry,行业,-27490000,-0.2749,0.007,-0.2819,7,7,0
2012-03-23,partial,SSE,strategy,策略,10617500,0.1062,0.1269,-0.0207,8,8,0
2012-03-23,partial,SSE,commodity-other,其他商品,-2539000,-0.0254,0,-0.0254,1,1,0
2012-03-26,partial,SSE,all-a,全A,48686000,0.4869,0.6518,-0.1649,22,22,0
2012-03-26,partial,SSE,broad,宽基,63278000,0.6328,0.6328,0,7,7,0
2012-03-26,partial,SSE,industry,行业,-16494000,-0.1649,0,-0.1649,7,7,0
2012-03-26,partial,SSE,strategy,策略,1902000,0.019,0.019,0,8,8,0
2012-03-26,partial,SSE,commodity-other,其他商品,-2515000,-0.0251,0,-0.0251,1,1,0
2012-03-27,partial,SSE,all-a,全A,73173500,0.7317,0.8216,-0.0899,22,22,0
2012-03-27,partial,SSE,broad,宽基,69058500,0.6906,0.7415,-0.0509,7,7,0
2012-03-27,partial,SSE,industry,行业,0,0,0,0,7,7,0
2012-03-27,partial,SSE,strategy,策略,4115000,0.0411,0.0801,-0.039,8,8,0
2012-03-27,partial,SSE,commodity-other,其他商品,2530000,0.0253,0.0253,0,1,1,0
2012-03-28,partial,SSE,all-a,全A,546628100,5.4663,5.8861,-0.4198,22,22,0
2012-03-28,partial,SSE,broad,宽基,524732000,5.2473,5.2988,-0.0515,7,7,0
2012-03-28,partial,SSE,industry,行业,-27601900,-0.276,0.0095,-0.2855,7,7,0
2012-03-28,partial,SSE,strategy,策略,49498000,0.495,0.5779,-0.0829,8,8,0
2012-03-28,partial,SSE,commodity-other,其他商品,0,0,0,0,1,1,0
2012-03-29,partial,SSE,all-a,全A,160606800,1.6061,1.7072,-0.1011,22,22,0
2012-03-29,partial,SSE,broad,宽基,146330800,1.4633,1.5354,-0.0721,7,7,0
2012-03-29,partial,SSE,industry,行业,14089000,0.1409,0.1517,-0.0108,7,7,0
2012-03-29,partial,SSE,strategy,策略,187000,0.0019,0.0201,-0.0183,8,8,0
2012-03-29,partial,SSE,commodity-other,其他商品,-1179000,-0.0118,0,-0.0118,1,1,0
2012-03-30,partial,SSE,all-a,全A,262958500,2.6296,2.6406,-0.011,22,22,0
2012-03-30,partial,SSE,broad,宽基,260805000,2.608,2.608,0,7,7,0
2012-03-30,partial,SSE,industry,行业,2130000,0.0213,0.0213,0,7,7,0
2012-03-30,partial,SSE,strategy,策略,23500,0.0002,0.0112,-0.011,8,8,0
2012-03-30,partial,SSE,commodity-other,其他商品,23500000,0.235,0.235,0,1,1,0
2012-04-05,partial,SSE,all-a,全A,-923607600,-9.2361,0.0163,-9.2524,22,22,0
2012-04-05,partial,SSE,broad,宽基,-912569400,-9.1257,0,-9.1257,7,7,0
2012-04-05,partial,SSE,industry,行业,-5201200,-0.052,0.0163,-0.0683,7,7,0
2012-04-05,partial,SSE,strategy,策略,-5837000,-0.0584,0,-0.0584,8,8,0
2012-04-05,partial,SSE,commodity-other,其他商品,-1211500,-0.0121,0,-0.0121,1,1,0
2012-04-06,partial,SSE,all-a,全A,-320111200,-3.2011,0.0131,-3.2142,22,22,0
2012-04-06,partial,SSE,broad,宽基,-313420000,-3.1342,0,-3.1342,7,7,0
2012-04-06,partial,SSE,industry,行业,-2752200,-0.0275,0.0037,-0.0312,7,7,0
2012-04-06,partial,SSE,strategy,策略,-3939000,-0.0394,0.0094,-0.0488,8,8,0
2012-04-06,partial,SSE,commodity-other,其他商品,1212000,0.0121,0.0121,0,1,1,0
2012-04-09,partial,SSE,all-a,全A,-50838000,-0.5084,0,-0.5084,22,22,0
2012-04-09,partial,SSE,broad,宽基,-45798000,-0.458,0,-0.458,7,7,0
