date,close,deviation60Pct,signal60,deviation200Pct,signal200,forwardReturn5Pct,forwardReturn20Pct,forwardReturn60Pct,maxForwardGain20Pct,maxForwardDrawdown20Pct
1954-12-20,35.330002,6.162556,,15.176797,top,0.282641,-1.511515,1.82307,4.019242,-2.122842
1954-12-21,35.380001,6.154573,,15.171233,top,1.012384,-1.194219,2.069998,3.872241,-2.261162
1954-12-22,35.34,5.900772,,14.912982,top,1.125509,-0.595997,2.349102,3.989813,-2.150533
1954-12-23,35.369999,5.851638,,14.853409,top,1.709924,0.197711,1.626513,3.901615,-2.233523
1954-12-27,35.07,4.871531,,13.86428,top,4.679217,1.274988,3.088394,4.79042,-1.3972
1954-12-28,35.43,5.737262,,14.742531,top,2.75591,0.225537,3.35816,3.725655,-2.399092
1954-12-29,35.740002,6.436697,top,15.463839,top,-0.617463,0.585855,3.275368,2.82596,-3.245663
1954-12-30,35.740002,6.274201,,15.314046,top,-1.978026,0.697061,3.356567,2.82596,-3.245663
1954-12-31,35.98,6.777269,top,15.830813,top,-1.82307,0.581958,2.334956,2.140079,-3.891044
1955-01-03,36.75,8.69718,top,17.785319,top,-2.646968,-0.327062,0.271735,-0.326528,-5.904757
1955-01-04,36.419998,7.610797,top,16.727222,top,-2.052771,0.820357,0.274204,0.823732,-5.052159
1955-01-05,35.52,4.96795,,14.083439,top,0.16878,3.022551,2.940576,3.37838,-2.646392
1955-01-10,35.790001,5.272569,,14.409433,top,-3.439302,3.216767,3.270866,3.269064,-3.38083
1955-01-11,35.68,4.778381,,13.95456,top,-2.497295,2.162543,4.091162,3.58744,-3.082955
1955-01-12,35.580002,4.30828,,13.530286,top,-1.757921,3.235449,4.828141,3.878576,-2.810568
1955-01-28,36.189999,4.027713,,13.672597,top,2.105342,1.562745,5.692819,2.652675,0.690799
1955-01-31,36.630001,5.053686,,14.74352,top,0.896862,0.544517,3.960912,1.419603,-0.518707
1955-02-01,36.720001,5.107357,,14.847287,top,-0.710585,1.164221,2.580786,1.171025,-0.762534
1955-02-02,36.610001,4.636005,,14.407416,top,0.381678,1.840377,3.621151,1.857417,-0.464359
1955-02-03,36.439999,4.013803,,13.803261,top,1.741076,2.92071,4.297123,2.963781,0.054886
1955-02-04,36.959999,5.250916,,15.074107,top,0.512759,0.862074,1.982389,1.515155,-1.352814
1955-02-07,36.959999,5.085192,,14.929818,top,-0.189573,-1.033453,1.823108,1.515155,-1.352814
1955-02-08,36.459999,3.584697,,13.4331,top,1.172475,-0.660426,3.662231,2.9073,-0.65825
1955-02-09,36.75,4.221657,,14.083653,top,0.054408,-0.819675,3.054898,2.095239,-1.442174
1955-02-10,37.080002,4.949704,,14.831736,top,-0.649357,-3.45714,2.266457,1.18662,-3.398064
1955-02-11,37.150002,4.972199,,14.880144,top,-0.702332,-6.075929,1.866713,0.995959,-5.895027
1955-02-14,36.889999,4.107331,,14.043116,top,-0.108492,-3.250976,1.426478,1.707783,-5.231771
1955-02-15,36.889999,3.945529,,13.907823,top,-0.189933,-2.497728,0.836829,1.707783,-5.231771
1955-02-16,36.77,3.4699,,13.44985,top,-0.40878,-1.783561,1.805731,2.039706,-4.922495
1955-02-17,36.84,3.528312,,13.507128,top,-0.735599,-1.807773,0.48741,1.845821,-5.103152
1955-02-18,36.889999,3.538888,,13.512657,top,-0.353024,-2.581139,0.216631,1.707783,-5.231771
1955-03-03,37.290001,3.721756,,13.58219,top,-2.278374,-1.922353,1.701715,0.616786,-6.248329
1955-03-04,37.52,4.213327,,14.062013,top,-4.636775,-1.530847,1.034079,-0.639663,-6.823031
1955-06-07,39.959999,6.481437,top,13.052859,,-0.728374,7.74985,7.74985,8.058061,-2.377379
1955-06-23,40.75,6.524444,top,13.417384,top,0.684764,5.374428,10.27559,5.963191,0.049081
1955-06-24,40.959999,6.844805,top,13.787954,top,0.559952,5.970509,9.695128,6.152345,-0.463864
1955-06-27,40.990002,6.726055,top,13.719058,top,1.693308,6.12702,10.196363,6.318614,-0.536719
1955-06-30,41.029999,6.310427,,13.413041,top,3.848929,5.891714,3.778551,6.653667,0.389958
1955-07-01,41.189999,6.525846,top,13.666741,top,3.717372,4.137541,5.64029,6.239378,1.213887
1955-07-05,41.689999,7.544717,top,14.734528,top,2.510794,3.163626,6.094916,4.965219,0.983449
1955-07-06,43.18,10.809186,top,18.084928,top,-2.200975,-0.208648,1.949376,1.34321,-2.501162
1955-07-07,42.580002,9.198556,top,16.536057,top,-0.778035,-0.518017,2.527662,2.771246,-1.127298
1955-07-08,42.639999,9.128023,top,16.529564,top,-0.564437,-0.187789,-0.352397,2.626639,-1.266419
1955-07-11,42.75,9.173491,top,16.641091,top,-0.916466,-1.03457,0.163608,2.362569,-1.520471
1955-07-12,42.75,8.969014,top,16.498223,top,-1.532149,-2.366974,0.559837,2.362569,-2.339181
1955-07-13,42.240002,7.599707,top,15.164223,top,-0.023682,-1.190774,1.083126,3.598477,-1.183712
1955-07-14,42.25,7.451954,top,15.056284,top,0.918841,-0.284425,0.307222,3.573961,-1.207097
1955-07-15,42.400002,7.631412,top,15.274585,top,1.405172,-0.449126,-2.992443,3.207539,-1.556603
1955-07-18,42.360001,7.365774,top,15.042221,top,2.609652,-0.449551,-3.752247,3.304999,-1.463642
1955-07-19,42.099998,6.577018,top,14.292039,top,3.455067,-0.571697,-1.387245,3.942993,-0.855099
1955-07-20,42.23,6.711293,top,14.466721,top,3.558926,-0.784499,-2.009157,3.623014,-1.160308
1955-07-21,42.639999,7.494899,top,15.29604,top,1.996817,-1.893994,-3.386916,2.626639,-2.110689
1955-07-22,43,8.129835,top,15.996952,top,1.20205,-2.305441,-3.912773,1.767438,-2.930229
1955-07-25,43.48,8.996379,top,16.959923,top,-1.273016,-3.510775,-4.299965,0.643971,-4.001835
1955-07-26,43.580002,8.990685,top,17.041117,top,-1.270085,-2.391853,-3.526348,0.413025,-4.22212
1955-07-27,43.759998,9.163812,top,17.298997,top,-1.542916,-2.663114,-2.710063,-0.548441,-4.61608
1955-07-28,43.5,8.326085,top,16.550784,top,-2.65564,-1.622285,-2.114145,0.045978,-4.045973
1955-07-29,43.52,8.127504,top,16.444283,top,-2.230574,-1.225304,-1.411572,-0.988052,-4.090071
1955-08-01,42.93,6.550492,top,14.929778,top,-1.454739,0.069854,-0.701263,0.372699,-2.771951
1955-08-02,43.029999,6.570322,top,15.009486,top,-3.019807,-0.255964,-1.734685,0.139441,-2.997902
1955-08-03,43.09,6.496461,top,14.996918,top,-3.183101,0.208648,-1.755869,0.208866,-3.132974
1955-08-05,42.560001,4.861341,,13.478758,top,-0.825774,2.414224,-0.518261,2.443602,-1.926691
1955-09-06,43.860001,4.082043,,13.764644,top,2.120537,-2.399748,3.340739,4.035569,-3.123573
1955-09-07,43.849998,3.89194,,13.607572,top,2.56656,-1.980711,3.561806,4.059299,-3.101475
1955-09-08,43.880001,3.79411,,13.547366,top,1.963278,-2.725972,4.063965,3.988149,-3.167729
1955-09-09,43.889999,3.659212,,13.444056,top,2.697401,-3.500991,4.041182,3.96446,-3.440415
1955-09-12,44.189999,4.173935,,13.999712,top,2.171325,-7.127452,3.031212,3.258661,-6.879378
1955-09-13,44.799999,5.360249,,15.23723,top,0.733912,-9.352606,2.251255,1.852683,-8.928572
1955-09-14,44.990002,5.593279,,15.520818,top,0.885152,-8.026503,1.980693,1.422537,-9.313186
1955-09-15,44.75,4.892425,,14.846372,top,1.420036,-7.805215,1.486105,1.966483,-8.826817
1955-09-16,45.09,5.473874,,15.461967,top,1.190492,-8.973689,0.795234,1.197607,-9.514307
1955-09-19,45.16,5.456967,,15.479083,top,-5.812275,-8.813935,-0.199491,1.040747,-9.654563
1955-09-20,45.130001,5.228121,,15.278687,top,-3.494887,-8.024583,-0.155227,1.10791,-9.594509
1955-09-21,45.389999,5.631509,,15.718088,top,-2.408139,-7.595691,-0.574457,0.528755,-10.11236
1955-09-22,45.389999,5.452201,,15.582443,top,-3.042061,-6.367232,-0.818496,0.528755,-10.11236
1955-09-23,45.630001,5.792061,,15.969071,top,-4.390409,-6.894593,-1.501464,-2.892833,-10.585145
1955-11-14,46.41,6.985127,top,14.369273,top,-2.597546,-2.090211,-6.10826,-0.430943,-2.5641
1955-11-15,46.209999,6.392026,top,13.81831,top,-1.197357,-2.497938,-5.722206,-0.649208,-2.466997
1956-03-15,47.990002,6.795156,top,9.794214,,1.509696,-0.083387,-4.867562,1.83371,-0.125029
1956-03-16,48.139999,6.988723,top,9.989377,,1.42315,-0.374611,-3.767639,1.51641,-0.436226
1956-03-19,48.59,7.817108,top,10.798452,,0.06172,-1.367613,-4.568739,0.576248,-1.358304
1956-03-20,48.869999,8.263454,top,11.252751,,-1.276786,-2.339403,-5.380574,-0.040926,-2.312251
1956-03-21,48.23,6.844134,top,9.836771,,0.57887,-1.377892,-3.932855,1.285505,-1.368443
1956-03-22,48.720001,7.725544,top,10.747461,,-0.493832,-1.990121,-5.375945,0.266825,-2.36043
1956-03-23,48.830002,7.811472,top,10.863233,,-0.266587,-2.446225,-5.493228,0.040952,-2.580385
1956-03-26,48.619999,7.252496,top,10.322602,,-0.185281,-2.837071,-4.652,0.473055,-2.797204
1956-03-27,48.25,6.38654,top,9.456124,,1.133447,-2.433516,-3.200948,1.24352,-2.404145
1956-03-28,48.509998,6.800678,top,9.892324,,0.123612,-2.125073,-4.0384,0.700887,-2.927228
1956-03-29,48.48,6.610923,top,9.730266,,0.760301,-1.015864,-4.363638,0.763199,-2.86716
1956-04-02,48.700001,6.926059,top,10.08294,,-0.184976,-0.659252,-4.150668,0.308004,-3.305956
1956-04-03,48.529999,6.452109,top,9.635975,,-1.244052,-0.765334,-3.054629,0.659385,-2.967234
1956-04-04,48.799999,6.849898,top,10.092137,,-1.009169,-1.299391,-3.482053,0.102457,-3.504097
1956-04-06,48.849998,6.628048,top,10.004652,,-1.859553,-0.698442,-4.009721,-0.491296,-3.602863
1956-05-24,44.599998,-6.338528,bottom,-1.031881,,2.173524,4.36521,7.8662,4.775787,-1.121076
1956-05-25,44.619999,-6.261421,bottom,-1.018997,,2.7193,3.933278,7.072454,4.728823,-1.165398
1956-05-28,44.099998,-7.373649,bottom,-2.213088,,3.913354,5.771262,7.258429,5.963721,2.290254
1956-10-01,44.700001,-7.209864,bottom,-4.406825,,3.797229,3.732597,4.076831,5.145412,1.834451
1957-02-11,42.57,-6.629878,bottom,-9.196571,,2.069118,2.734184,8.420818,3.899459,-0.422834
1957-02-12,42.389999,-6.920884,bottom,-9.565649,,2.561859,3.818586,8.952456,4.340647,1.415434
1957-08-23,44.509998,-6.583308,bottom,-3.143731,,1.582565,-4.174918,-11.159567,2.089419,-4.088968
1957-08-26,43.889999,-7.861857,bottom,-4.511409,,3.470625,-2.095161,-9.480908,3.531554,-2.73411
1957-08-27,44.610001,-6.13777,bottom,-2.861163,,0.98149,-3.722318,-9.715005,1.860565,-4.303972
1957-08-29,44.459999,-6.282909,bottom,-3.157344,,0.493609,-4.391005,-7.663718,2.204228,-4.295996
1957-09-10,43.869999,-6.824648,bottom,-4.436259,,1.739961,-4.475224,-5.505544,2.165491,-4.376563
1957-09-20,43.689999,-6.390534,bottom,-4.795605,,-2.643937,-8.002356,-10.284596,-1.258868,-7.69054
1957-09-23,42.689999,-8.542313,bottom,-7.07069,,-0.634476,-8.656421,-8.070657,1.054113,-8.292334
1957-09-24,42.98,-7.70781,bottom,-6.351864,,-0.513183,-9.76862,-7.686799,0.372266,-9.306654
1957-09-25,42.98,-7.547922,bottom,-6.30753,,0.278808,-5.376997,-8.494068,0.372266,-9.306654
1957-09-26,42.57,-8.31459,bottom,-7.219829,,1.330085,-4.467603,-7.535557,1.33897,-8.433169
1957-09-27,42.549999,-8.148433,bottom,-7.223869,,0.562461,-4.71581,-7.387295,1.386604,-8.390129
1957-09-30,42.419998,-8.227795,bottom,-7.489297,,-0.472583,-4.829524,-6.07425,1.697316,-8.109379
1957-10-01,42.759998,-7.207049,bottom,-6.650072,,-1.91246,-4.962072,-7.22388,0.888684,-8.840035
1957-10-02,43.099998,-6.204487,bottom,-5.820437,,-2.609143,-4.94632,-8.519898,0.09281,-9.559163
1957-10-04,42.790001,-6.491819,bottom,-6.464001,,-4.419691,-5.648509,-5.92088,-1.332086,-8.903953
1957-10-07,42.220001,-7.582141,bottom,-7.758914,,-2.348537,-4.480716,-3.24978,-0.544764,-7.674092
1957-10-08,41.950001,-7.960617,bottom,-8.355316,,-0.669705,-3.690636,-3.074187,0.095354,-7.07986
1957-10-09,41.990002,-7.612197,bottom,-8.211976,,-1.584286,-3.194086,-2.385947,-0.762095,-7.168378
1957-10-10,40.959999,-9.815077,bottom,-10.635955,bottom,-0.759708,-1.897778,0.073222,1.733396,-4.833983
1957-10-11,40.939999,-9.58356,bottom,-10.625402,bottom,-1.501189,-1.873818,-0.465171,1.783096,-4.787492
1957-10-14,41.240002,-8.581571,bottom,-9.836846,,-5.200824,-4.057962,-2.132179,1.042668,-5.480121
1957-10-15,41.669998,-7.291768,bottom,-8.744619,,-6.673272,-5.221573,-2.872633,-0.815926,-6.455481
1957-10-16,41.330002,-7.841838,bottom,-9.510335,,-1.462376,-4.680818,-1.6098,-0.65328,-5.685948
1957-10-17,40.650002,-9.203593,bottom,-11.103842,bottom,0.147487,-0.691197,0.83293,1.00861,-4.108246
1957-10-18,40.330002,-9.683801,bottom,-11.824463,bottom,0.642608,-0.721668,1.793879,1.810066,-3.34739
1957-10-21,39.150002,-12.303854,bottom,-14.713871,bottom,3.192421,1.671771,4.860762,4.878671,-0.434232
1957-10-22,38.98,-12.401938,bottom,-15.068872,bottom,4.293365,2.382872,5.90237,5.336075,1.18009
1957-10-23,40.73,-7.73838,bottom,-10.617324,bottom,0.709485,-0.61569,1.389757,0.810218,-3.167201
1957-10-24,40.709999,-7.51444,bottom,-10.605043,bottom,0.856071,0.392253,1.196453,0.859745,-3.119628
1957-10-25,40.59,-7.535837,bottom,-10.838476,bottom,-0.370237,1.443097,1.879251,1.45356,-2.833214
1957-10-28,40.419998,-7.678697,bottom,-11.198036,bottom,-0.123776,-0.819774,3.141622,1.880263,-2.424541
1957-10-29,40.689999,-6.761733,bottom,-10.4826,,-0.641024,1.366878,2.187743,1.376263,-3.072008
1957-11-01,40.439999,-6.683484,bottom,-10.959711,bottom,-0.644999,2.273659,3.020204,3.16519,-2.472799
1957-11-04,40.369999,-6.603915,bottom,-11.088292,bottom,-1.925783,2.856993,3.241424,3.344073,-2.303692
1957-11-06,40.43,-6.227122,bottom,-10.894313,bottom,-2.200642,2.660316,3.904948,3.190702,-2.448681
1957-11-08,40.189999,-6.388908,bottom,-11.389396,bottom,0.446873,1.800072,4.856502,3.806924,-1.866136
1957-11-11,40.18,-6.196863,bottom,-11.362751,bottom,-0.349039,0.941303,4.667834,3.832755,-1.841716
1957-11-12,39.599998,-7.407704,bottom,-12.76245,bottom,0.528909,2.271974,5.23912,5.353542,-0.40404
1957-11-13,39.549999,-7.324342,bottom,-12.831429,bottom,0.931173,2.497009,4.76457,5.486731,-0.27813
1957-11-14,39.439999,-7.373485,bottom,-13.049103,bottom,2.602752,3.218442,4.147092,5.78094,0.938141
1957-11-15,40.369999,-4.841658,,-10.670049,bottom,1.230936,-0.621197,1.377639,3.344073,-1.387163
1957-11-18,40.040001,-5.460861,,-11.439845,bottom,2.807373,-1.560572,2.222857,4.195805,-1.548458
1957-11-19,39.810001,-5.851529,,-11.963342,bottom,0.700876,-1.086007,3.74705,4.797789,-1.080131
1957-11-20,39.919998,-5.418723,,-11.643169,bottom,3.277371,-0.301051,2.937401,4.509026,-1.352698
1957-11-26,40.09,-4.346652,,-11.098745,bottom,3.552991,-0.424952,1.951404,4.065854,-1.771013
1957-12-16,40.119999,-2.388578,,-10.691106,bottom,-1.608073,2.145324,5.550924,2.193422,-1.844461
1957-12-17,39.419998,-3.975399,,-12.399297,bottom,0.253363,4.076119,7.428918,4.160333,-0.101464
1957-12-18,39.380001,-3.942332,,-12.446567,bottom,1.361931,4.274998,7.2238,4.367693,0.253932
1957-12-19,39.799999,-2.751985,,-11.336011,bottom,-0.050265,3.820549,5.475467,3.894471,-0.804019
1957-12-20,39.48,-3.416565,,-12.090212,bottom,0.252978,4.506828,5.925292,4.736573,0
1957-12-23,39.48,-3.290421,,-12.038688,bottom,1.283526,4.264407,6.401598,4.736573,0.101319
1957-12-24,39.52,-3.065304,,-11.889576,bottom,2.028877,4.550736,6.347837,4.655871,0.151825
1957-12-26,39.919998,-1.95595,,-10.839491,bottom,2.351887,4.386348,6.07425,4.48397,-0.851694
1957-12-27,39.779999,-2.185187,,-11.14292,bottom,2.237234,4.449551,6.802046,4.851685,-0.502758
1957-12-30,39.580002,-2.544818,,-11.596448,bottom,3.524808,5.04971,6.976729,5.381499,1.035876
1958-10-06,51.07,6.208303,,14.423266,top,1.071194,0.954897,8.606452,1.076952,-1.272766
1958-10-07,51.07,6.002594,,14.292274,top,0.371345,1.862322,8.48061,1.879771,-1.272766
1958-10-08,51.060001,5.777036,,14.142439,top,-0.944516,2.685891,7.232973,2.722286,-1.253434
1958-10-09,51.049999,5.557067,,13.99738,top,-0.215709,2.34257,8.177409,2.742412,-1.234086
1958-10-10,51.389999,6.019518,,14.530475,top,0.13612,2.270202,8.179251,2.296167,-1.887529
1958-10-13,51.619999,6.264783,,14.841661,top,-0.680338,2.60053,7.750619,2.634639,-2.324682
1958-10-14,51.259998,5.395611,,14.015264,top,0.019511,3.432416,7.893167,3.492003,-1.638705
1958-10-17,51.459999,5.322135,,14.056287,top,-1.271158,3.400524,8.11483,3.459002,-2.020989
1958-10-20,51.27,4.805463,,13.571607,top,-1.671791,3.563597,8.251523,3.842405,-1.657894
1958-10-21,51.27,4.665038,,13.456847,top,-1.354952,3.695262,8.323338,3.842405,-1.657894
1958-11-05,52.029999,4.943036,,13.798596,top,1.94144,0.994463,6.059071,2.325587,-1.941185
1958-11-06,52.450001,5.588296,,14.480319,top,0.72189,0.019061,4.856318,1.506198,-2.726407
1958-11-07,52.259998,5.075964,,14.001232,top,1.575736,0.381973,4.764146,1.875246,-2.372748
1958-11-10,52.57,5.51117,,14.471904,top,1.266442,0.474429,3.36669,1.274495,-2.948448
1958-11-11,52.98,6.104644,,15.124107,top,0.282729,0.901922,1.126142,0.906001,-3.699508
1958-11-12,53.049999,6.041924,,15.133591,top,0.282356,0.56391,2.365763,0.772856,-3.826576
1958-11-13,52.830002,5.441978,,14.595845,top,0.716709,0.735504,2.836534,1.192499,-3.426086
1958-11-14,53.09,5.740886,,14.962118,top,-0.737312,0.526018,1.699546,0.696928,-3.899039
1958-11-17,53.240002,5.83668,,15.121831,top,-2.298957,0.617918,2.192167,0.619831,-4.169799
1958-11-18,53.130001,5.450808,,14.798507,top,-4.052404,1.475967,2.545894,1.486913,-3.971392
1958-11-19,53.200001,5.401763,,14.810105,top,-2.473959,1.769959,2.028165,1.785716,-4.097745
1958-11-20,53.209999,5.245123,,14.707885,top,-1.38142,1.603317,2.027788,1.76659,-4.115765
1958-11-21,52.700001,4.124048,,13.625455,top,-0.018981,1.898372,5.176755,2.751425,-3.187856
1958-12-10,53.459999,3.915935,,13.583106,top,0.856774,4.248167,5.193847,4.339693,-0.44893
1958-12-17,53.919998,4.102225,,13.772411,top,0.351759,3.211959,4.709313,3.542292,-0.9273
1958-12-18,54.150002,4.380174,,14.063216,top,1.083673,2.858117,4.053383,3.102494,-1.348113
1958-12-19,54.07,4.094465,,13.787169,top,1.578016,3.578624,4.112527,3.643427,-1.202148
1958-12-24,54.110001,3.77933,,13.496126,top,2.824273,3.021708,3.361811,3.566809,1.164297
1958-12-29,54.740002,4.78731,,14.523385,top,1.54086,1.882063,2.061182,2.374862,0.274018
1958-12-30,54.93,4.975824,,14.738257,top,-0.072848,0.41784,1.499708,2.020755,-0.072822
1958-12-31,55.209999,5.323672,,15.110935,top,0.343554,-0.018111,0.433765,1.503354,-0.579605
1959-01-02,55.439999,5.578106,,15.385609,top,0.593477,0.01804,0,1.082255,-0.992062
1959-01-05,55.66,5.828352,,15.636912,top,0.215361,-0.811767,0.053882,0.682718,-1.3834
1959-01-06,55.59,5.559144,,15.369372,top,-0.216098,-0.559217,0.734836,0.809499,-1.259221
